Type,Commentgroup,Chaine has chat-comms telecharged,Chat avec des sous catégories,Ville/Région,Communautés régionales de compatriotes,Titre_ru,Titre_fr,Titre_support,Lien,Date de création,Dérnier message,Nombre de messages (mai 2025),Nombre de messages (avril 2026),Type de communication,Thématique,Organisatio bénévole,Groupes de sources,Description,Nombre de participants (mai 2025),Nombre de participants (avril 2026),Téléchargé le ,Téléchargé
Chat,,,,Sotchi,0,Помощь г. Сочи — Краснодарский край,Assistance à Sotchi — Région de Krasnodar,assistance_sotchi,https://t.me/mirvsochi,28.07.2022,2024-06-02 00:00:00,938,,Communication/discussions/échange d'informations,Activités d'une organisation bénévole,Помощь в Сочи,,Centre d'aide bénévole,2211,,,1
Chat,,,,Penza,0,Беженцы Пенза РФ,"Réfugiés Penza, Fédération de Russie",refugees_penza,https://t.me/ukr_penza,26.05.2022,présent,12241,,Communication/discussions/échange d'informations,Activités d'une organisation bénévole,Беженцы Пенза,,"Chat destiné à la communication entre les personnes ayant besoin d'aide et celles souhaitant apporter leur soutien, ainsi qu'à l'échange d'informations.",1157,,,1
Chat,,,,Volokalamsk,0,ПВР Дубосеково,PVR Dubosekovo,pvr_dubosekovo,https://t.me/volokalamsk,06.05.2022,2025-05-01 00:00:00,6416,,Communication/discussions/échange d'informations,Centres d'hébergement temporaire (PVR),,,Chat local d'un PVR spécifique. Des informations sont publiées concernant les collectes d'aide pour les personnes relevant spécifiquement de ce PVR.,74,,,1
Chat,,,,Ekaterinbourg,0,ПОМ (Екатеринбург и область),POM (Ekaterinbourg et région),POM,http://bit.ly/ekbrefugeehelp,,,,,,Offre et recherche d'aide,,,Assistance aux personnes déplacées : Ekaterinbourg et trois centres d'accueil dans la région.,384,,,
Chat,,,,Ekaterinbourg,0,Беженцы ЕКАТЕРИНБУРГ,Réfugiés à EKATERINBOURG,ref_ekaterinbourg,https://t.me/+6rda3c6C4xY1MjBi,,,,,,Offre et recherche d'aide,,,Recherche d'assistance à Ekaterinbourg,3,,,
Chat,,,,Lipetsk,0,Липецк проездом из Украины в Европу,Lipetsk en transit entre l'Ukraine et l'Europe,lipetsk_transit,https://t.me/+3r9IWuQAQOZkYzIy,,,,,,Franchissement de la frontière,,,Discussion pour ceux qui traversent Lipetsk en provenance d'Ukraine vers l'Europe,50,,,
Chaine,,1,,Stariy Oskol,0,Взаимодействие — Помощь беженцам,Interaction — Assistance aux réfugiés,interaction_assist,https://t.me/vzaimodeistvie,04.05.2022,2025-08-18 00:00:00,3750,,Organisationnel,Activités d'une organisation bénévole,Взаимодействие,Взаимодействие,"Ce canal facilite la communication entre les activités du centre de bénévolat et les autres citoyens désireux d'apporter leur aide : il publie des demandes d'aide humanitaire, des rapports sur l'aide apportée, des reportages photo, des appels à bénévoles et des demandes de soutien financier.",558,,,1
Chat,1,,,Stariy Oskol,0,Взаимодействие — Помощь беженцам,Interaction — Chat,vsaimodeystvie,https://t.me/stovzaim,04.05.2022,2025-08-18 00:00:00,,,Commentgoupe,Activités d'une organisation bénévole,Взаимодействие,Взаимодействие,"Ce canal facilite la communication entre les activités du centre de bénévolat et les autres citoyens désireux d'apporter leur aide : il publie des demandes d'aide humanitaire, des rapports sur l'aide apportée, des reportages photo, des appels à bénévoles et des demandes de soutien financier.",,,,1
Bot,,,,Stariy Oskol,0,school_StariyOskol_bot,school_StariyOskol_bot,stariy_oscol,@school_StariyOskol_bot,,,,,Réception des candidatures,Éducation des enfants / aide scolaire,,,Ce bot vous invite à remplir un questionnaire (concernant un enfant) afin d'obtenir de l'aide (la nature exacte de cette aide n'est pas précisée).,,,,
Chaine,,1,,Stavropol,0,АВТО ВОЛОНТЁР 26stv,AUTO BÉNÉVOLE 26stv,auto_benevole,https://t.me/avtovolonter26stv,11.08.2022,2024-09-26 00:00:00,44,,Messages structurés,Recherche des bénévoles auto,,,La chaîne publie des annonces pour rechercher des bénévoles disposés à soutenir le travail des ONG. Des messages de remerciement pour l'aide apportée sont également publiés.,26,,,1
Chat,1,,,Stavropol,0,АВТО ВОЛОНТЁР 26stv,AUTO BÉNÉVOLE 26stv,auto_benevole_chat,,11.08.2022,2024-09-26 00:00:00,,,Commentgoupe,Recherche des bénévoles auto,,Autobenevole,La chaîne publie des annonces pour rechercher des bénévoles disposés à soutenir le travail des ONG. Des messages de remerciement pour l'aide apportée sont également publiés.,26,,,1
Chat,,,,Tioumen,0,Добрый чат | Помощь в Тюмени,Chat convivial | Assistance à Tioumen,assistance_tioumen,https://t.me/dobrychat_tyumen,22.06.2022,2025-04-14 00:00:00,2989,,Communication/discussions/échange d'informations,Offre et recherche d'aide,,Autobenevole,"Chat destiné à la communication entre les personnes ayant besoin d'aide et celles souhaitant apporter leur soutien, ainsi qu'à l'échange d'informations.",,,,1
Chat,,,,Perm,1,"ДНР, ЛНР помощь и общение — Пермский край","DNR, LNR assistance et communication — Région de Perm",assistance_perm,https://t.me/dnrlnrPermskiikrai,06.10.2022,2025-07-20 00:00:00,1974,,Communication/discussions/échange d'informations,Générale,,,"Inscription sur demande. Chat pour la communication entre les personnes ayant besoin d'aide et celles souhaitant apporter leur soutien, ainsi que pour l'échange d'informations.",33,,,1
Chaine,,1,,Khabarovsk,0,Помощь беженцам в Хабаровске,Assistance aux réfugiés à Khabarovsk,refugees_khabarovsk,https://t.me/mycity_canhelp,05.05.2022,2023-09-13 00:00:00,606,,Organisationnel,Activités d'une organisation bénévole,Шанс,Шанс,"Ce canal facilite la communication entre les activités du centre de bénévolat et les autres citoyens désireux d'apporter leur aide : il publie des demandes d'aide humanitaire, des rapports sur l'aide apportée, des reportages photo, des appels à bénévoles et des demandes de soutien financier.",322,,,1
Chat,1,,,Khabarovsk,0,Помощь беженцам в Хабаровске,Assistance aux réfugiés à Khabarovsk,assist_khabarovsk_chat,,05.05.2022,2023-09-13 00:00:00,,,Commentgoupe,Activités d'une organisation bénévole,Шанс,Шанс,"Ce canal facilite la communication entre les activités du centre de bénévolat et les autres citoyens désireux d'apporter leur aide : il publie des demandes d'aide humanitaire, des rapports sur l'aide apportée, des reportages photo, des appels à bénévoles et des demandes de soutien financier.",,,,1
Chat,,,,Khabarovsk,0,Беженцы в Хабаровске,Réfugiés à Khabarovsk,ref_khabarovsk,https://t.me/talktoukr,08.05.2022,2023-10-22 00:00:00,5831,,Messages structurés,Offre et recherche d'aide,,,"Chat destiné à la communication entre les personnes ayant besoin d'aide et celles souhaitant apporter leur soutien, ainsi qu'à l'échange d'informations.",290,,,1
Chat,,,,Tcheliabinsk,0,Помощь беженцам / Челябинск,Assistance aux réfugiés / Tcheliabinsk,assistance_tcheliabinsk,https://t.me/chelyabinsk2022pomogat,14.07.2022,2025-07-21 00:00:00,1533,,Organisationnel,Activités d'une organisation bénévole,Помощь беженцам,,"Il est nécessaire de soumettre une demande pour rejoindre le chat. Ce chat est principalement un lieu de communication et de coordination pour les bénévoles, où ils discutent des besoins des réfugiés dont ils s'occupent, de ce dont chacun a besoin, de la manière d'apporter une aide, etc.",71,,,1
Chat,,,,Nizhny Tagil,0,ПОМ НТ,POM NT,pom_nt,https://t.me/pomtagil,23.07.2022,2024-05-05 00:00:00,2930,,Organisationnel,Activités d'une organisation bénévole,ПОМ НТ,,"Il est nécessaire de soumettre une demande pour rejoindre le chat. Ce chat est plutôt un lieu de communication et de coordination entre les bénévoles, où ils discutent des besoins des réfugiés dont ils s'occupent, de ce dont chacun a besoin, de la manière d'aider, etc. Parallèlement, les réfugiés soumettent leurs demandes quelque part, qui sont ensuite examinées par ces bénévoles.",78,,,1
Chat,,,,Shakhty,0,Понаехали тут Шахты,Les nouveaux arrivants Shakhty,nouveaux_arriv_shakhty,https://t.me/ponaehalytutSHACHTY,12.06.2022,présent,,,Communication/discussions/échange d'informations,Générale,,aide Shakhty,"Ce canal semble avoir été créé par des Ukrainiens qui se sont installés dans la ville de Shakhty. Il ne s'agit pas d'une organisation bénévole. Ce chat comprend également un canal et un bot, tous créés dans le but de favoriser l'entraide et l'échange d'informations.",,,,1
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Открыто к просмотру но запрет на скачивание сообщений,,,,,,,,,,,,,,,,,,,,,
,"Не особо связано с тематикой, большой объем данных - пока не скачано",,,,,,,,,,,,,,,,,,,,,
,Закрыто - нет доступа и возможности читать ,,,,,,,,,,,,,,,,,,,,,
,Больше не существует ,,,,,,,,,,,,,,,,,,,,,
,Бот нельзя скачать,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,Пока что скачан только текст,,,,,,,,,,,,,,,,,,,,,
,Скачано целиком,,,,,,,,,,,,,,,,,,,,,
