Titre de l'article,Date,Lien,label
Соцфонд обеспечил средствами реабилитации 125 тыс. детей с инвалидностью,2024-12-20 13:48:14,https://tass.ru/obschestvo/22733131,0
В детском лагере в Архангельской области отравились 16 детей,2022-06-09 16:56:02,https://tass.ru/proisshestviya/14873389,0
В Оренбуржье 87 семей из затопленных домов получили выплаты на аренду жилья,2024-05-17 9:08:10,https://tass.ru/obschestvo/20828461,0
Производитель вездеходов из Якутии направит в зону СВО 70 машин для эвакуации раненых,2023-08-17 23:41:54,https://tass.ru/armiya-i-opk/18534831,0
На подстанции в Волгоградской области восстановили электроэнергию,2025-10-16 11:05:37,https://tass.ru/obschestvo/25366057,0
В Курской области открыли памятник Героям и командирам соединений 70-й армии,2023-07-12 11:41:11,https://tass.ru/obschestvo/18256939,0
В Тульской области пятерых неправомерно мобилизованных студентов-очников вернули домой,2022-09-29 15:53:58,https://tass.ru/armiya-i-opk/15911939,0
Более 12 тыс. жителей Минераловодского округа Ставрополья остались без воды,2024-07-10 10:18:45,https://tass.ru/proisshestviya/21326133,0
Из Приморья в Курскую область отправили 19 тонн гумпомощи,2025-02-07 3:59:17,https://tass.ru/obschestvo/23076927,0
В Запорожской области более 700 человек получили выплаты в честь 80-летия Победы,2025-05-07 19:18:47,https://tass.ru/obschestvo/23883687,0
"В ДНР сообщили, что из Мариуполя в Безыменное за сутки эвакуировали 579 человек",2022-04-23 6:19:33,https://tass.ru/mezhdunarodnaya-panorama/14454433,1
Украина объявила эвакуацию детей из семи населенных пунктов к юго-западу от Артемовска,2023-06-01 16:02:47,https://tass.ru/mezhdunarodnaya-panorama/17907053,1
Свыше 70 тыс. жителей Кубани получили помощь в Центрах здоровья с начала года,2025-09-15 15:51:20,https://tass.ru/obschestvo/25065103,1
Ставрополье впервые профинансирует стажировку школьников на предприятиях края,2024-10-07 16:20:41,https://tass.ru/obschestvo/22064627,0
На Ставрополье собрали около 2 млн тонн сахарной свеклы,2022-12-08 11:38:51,https://tass.ru/ekonomika/16538251,0
В Воронежской области ввели режим ЧС из-за роста числа прибывающих жителей Донбасса,2022-02-20 10:54:41,https://tass.ru/proisshestviya/13773721,1
Эвакуированные после оккупации куряне боялись говорить о тяжелых ранах,2025-03-29 9:03:52,https://tass.ru/proisshestviya/23546043,0
Модернизация сети водоснабжения в Ставропольском крае в 2024 году,2025-08-07 9:03:05,https://tass.ru/press/27689,0
Жители Архангельской области отправили первую партию помощи населению Донбасса,2022-03-05 18:29:24,https://tass.ru/obschestvo/13982715,1
Здравницы Кубани примут на отдых более 500 детей из Харьковской области,2022-08-04 14:02:22,https://tass.ru/obschestvo/15396675,1
"Выплаты инвалидам, ветеранам и Героям России проиндексируют с 1 февраля",2025-09-29 9:10:49,https://tass.ru/ekonomika/25193693,0
В Ингушетии заслуженные тренеры начнут получать соцвыплаты в 2025 году,2024-04-12 13:44:16,https://tass.ru/ekonomika/20528521,0
В Ростовской области планируют построить более 15 детских садов,2023-04-06 12:26:26,https://tass.ru/v-strane/17467069,0
Около 100 пациентов из КБР направили на лечение в Москву,2025-01-31 21:58:01,https://tass.ru/obschestvo/23028091,0
В больницах Москвы находятся шесть пострадавших при обстрелах Белгородской области,2024-07-18 4:21:56,https://tass.ru/proisshestviya/21390499,0
Первые 340 переселенцев с Донбасса отправятся на Дальний Восток,2022-04-12 16:54:01,https://tass.ru/obschestvo/14358893,1
В лесах Подмосковья установили почти 270 мест отдыха,2023-07-27 10:27:45,https://tass.ru/obschestvo/18379965,0
Ярославская область примет на отдых 300 детей из Белгорода,2024-01-08 12:37:02,https://tass.ru/obschestvo/19687667,0
Медучреждениям Смоленской области необходимы более 2 тыс. врачей и среднего персонала,2022-05-26 12:06:59,https://tass.ru/obschestvo/14738603,0
ТАСС: получившие инвалидность солдаты ВСУ жалуются на бедственное положение,2025-07-06 17:51:45,https://tass.ru/obschestvo/24444787,0
Военный эксперт Иванов: в Судже остаются около 1-2 тыс. жителей,2025-03-05 1:02:30,https://tass.ru/obschestvo/23307975,0
"Почти 70 медиков трудоустроились в Подмосковье по программе ""Приведи друга""",2025-02-18 16:21:49,https://tass.ru/obschestvo/23177985,0
"На Запорожье сообщили о перемещении более 1,5 тыс. жителей в безопасные районы",2023-05-07 12:16:04,https://tass.ru/obschestvo/17696561,1
Тульским школьникам из семей участников СВО предоставят путевки в оздоровительные лагеря,2023-01-23 18:23:16,https://tass.ru/obschestvo/16866177,0
Свыше 1 тыс. тонн гумпомощи собрали москвичи для пострадавших районов СВО и военных,2022-12-21 9:37:03,https://tass.ru/obschestvo/16649945,1
Управделами президента передало 40 тонн гуманитарной помощи в ДНР,2023-01-30 15:26:15,https://tass.ru/obschestvo/16920409,0
В ДНР начали подготовку студенческих отрядов проводников,2024-04-08 16:59:55,https://tass.ru/obschestvo/20482327,0
"Восемь матросов с крейсера ""Москва"" завершают лечение",2022-04-24 12:06:29,https://tass.ru/obschestvo/14459187,0
В администрации Курской области возобновят личный прием жителей,2022-03-31 12:16:56,https://tass.ru/obschestvo/14242041,0
Испания приняла свыше 150 тыс. беженцев с Украины,2022-10-26 11:54:07,https://tass.ru/mezhdunarodnaya-panorama/16160141,0
В Подмосковье с начала года спасли более 100 новорожденных с низкой массой тела,2025-03-14 14:18:57,https://tass.ru/obschestvo/23402613,0
В Приморье 200 жителей Донбасса готовы вступить в программу переселения соотечественников,2022-05-30 5:07:45,https://tass.ru/obschestvo/14765487,1
"В Приамурье прибыли семьи еще двоих заблокированных на руднике ""Пионер"" горняков",2024-03-22 3:33:39,https://tass.ru/proisshestviya/20312257,0
В Якутии сообщили о завершении эвакуации людей после ЧП на руднике,2023-11-26 22:42:59,https://tass.ru/proisshestviya/19384197,0
"В Красноярском крае от пожаров материально пострадали более 1,2 тыс. человек",2022-05-08 15:42:16,https://tass.ru/proisshestviya/14577099,0
Ставрополье направит еще 6 млрд рублей на социальную поддержку жителей,2024-10-31 10:22:24,https://tass.ru/ekonomika/22279649,0
"Россия эвакуировала с Украины и из Донбасса почти 1,7 млн человек",2022-06-06 18:34:48,https://tass.ru/armiya-i-opk/14838455,1
"В Оренбуржье 35 комиссий обследовали более 1,2 тыс. домов",2024-04-17 13:50:47,https://tass.ru/proisshestviya/20574091,0
В Белгородской области размещенным в ПВР жителям Шебекина предложат вернуться в свои дома,2023-07-04 4:32:15,https://tass.ru/obschestvo/18181391,0
РФ окажет Южной Осетии содействие в помощи семьям пропавших без вести бойцов,2025-05-15 14:55:34,https://tass.ru/obschestvo/23955257,0
Свыше 50 млн рублей направят липецким аграриям на компенсацию затрат по страхованию,2024-12-04 13:40:28,https://tass.ru/ekonomika/22575261,0
"В Оренбуржье на получение помощи от наводнений подали 6,4 тыс. заявлений через ""Госуслуги""",2024-04-07 10:54:00,https://tass.ru/obschestvo/20469945,0
"С начала спецоперации в страны Европы прибыли более 8,1 млн беженцев с Украины",2023-03-01 18:44:15,https://tass.ru/obschestvo/17173771,0
В индонезийской больнице в Газе укрылись более 2 тыс. перемещенных лиц,2023-11-20 12:56:41,https://tass.ru/mezhdunarodnaya-panorama/19331345,0
РГСУ запустил горячую линию психологической помощи для мобилизованных,2022-09-26 6:26:40,https://tass.ru/obschestvo/15865961,0
Жителей подконтрольного Киеву Славянска в ДНР призвали к эвакуации,2025-10-09 12:51:38,https://tass.ru/obschestvo/25300093,0
Эксперт Киселев: солдаты ВСУ в Курской области при отходе добивают раненых,2025-03-13 5:58:39,https://tass.ru/armiya-i-opk/23382249,0
На Кубани дополнительно выделили более 630 млн рублей на переселение из аварийного жилья,2022-06-23 14:13:14,https://tass.ru/nedvizhimost/15014513,0
Более 30 тыс. эвакуированных из ДНР и ЛНР пересекли за сутки государственную границу РФ,2022-02-20 10:33:39,https://tass.ru/obschestvo/13773591,1
Специальные социальные выплаты назначили для 680 тыс. медработников,2023-02-28 7:47:33,https://tass.ru/obschestvo/17156609,0
В Сириусе открылся пункт приема гуманитарной помощи для переселенцев из Донбасса,2022-02-28 15:24:30,https://tass.ru/obschestvo/13901467,1
Россия планирует нарастить набор африканцев в педагогические вузы,2023-07-27 9:36:26,https://tass.ru/obschestvo/18378679,0
"Москалькова: в ПВР разместили более 30 тыс. человек, бежавших от обстрелов ВСУ",2024-10-14 6:25:11,https://tass.ru/obschestvo/22113973,1
СМИ: Египет создает два лагеря для беженцев на юге и в центральной части Газы,2024-02-24 18:41:02,https://tass.ru/mezhdunarodnaya-panorama/20076705,0
Al Jazeera: израильские военные штурмуют лагерь беженцев Дейше в Вифлееме,2024-01-11 4:01:50,https://tass.ru/mezhdunarodnaya-panorama/19704573,0
Число эвакуированных в ПВР с заблокированной трассы под Ростовом возросло до 223,2023-03-31 8:25:37,https://tass.ru/proisshestviya/17415207,0
В учебном центре в Сибири мобилизованные отрабатывают оказание первой помощи,2022-10-19 11:17:34,https://tass.ru/armiya-i-opk/16096941,0
Жога: жители Ямала показывают лучшую активность в голосовании на Урале,2025-09-14 9:14:30,https://tass.ru/politika/25050503,0
При обстреле села Белгородской области со стороны ВСУ повреждения получили четыре дома,2024-02-19 14:36:38,https://tass.ru/proisshestviya/20027337,0
Более 240 человек уехали в населенные пункты Донбасса из ПВР в Воронеже,2022-03-31 12:41:49,https://tass.ru/obschestvo/14242259,1
Дети мобилизованных в Свердловской области смогут посещать детсады за счет муниципалитетов,2022-10-20 8:16:57,https://tass.ru/obschestvo/16105871,0
Более 50 тыс. жителей Подмосковья старше 80 лет получили подарки на юбилей,2023-11-23 10:10:32,https://tass.ru/obschestvo/19362057,0
На Кубани в 2022 году направят 570 млн рублей на поддержку фермерства,2022-08-04 14:13:42,https://tass.ru/ekonomika/15396759,0
Россия доставила более 8 тыс. тонн гуманитарной помощи в Донбасс и на Украину,2022-03-25 11:14:32,https://tass.ru/obschestvo/14184839,0
В Приморье число подтопленных домов сократилось до 41,2023-08-22 0:52:00,https://tass.ru/proisshestviya/18555705,0
Росгвардия поможет разминировать часть Курской области для возвращения жителей,2025-03-16 10:49:47,https://tass.ru/proisshestviya/23412303,0
За сутки границу РФ в Ростовской области пересекли более 19 тыс. жителей Донбасса,2022-07-17 8:14:23,https://tass.ru/obschestvo/15237393,1
Медведев призвал без промедления обеспечить комфортные условия приезжающим из Донбасса,2022-02-22 12:21:19,https://tass.ru/obschestvo/13805959,1
В Курском перинатальном центре находятся более 300 беременных из приграничья,2024-08-15 10:00:45,https://tass.ru/obschestvo/21610751,0
В Белгородской области 500 тыс. жителей намерены за месяц обучить оказанию первой помощи,2024-01-22 8:56:05,https://tass.ru/obschestvo/19782935,0
В Нижегородской области восстановили нарушенное электроснабжение у 65% потребителей,2023-07-30 10:05:46,https://tass.ru/proisshestviya/18406943,0
Оказавшихся под землей на одной из шахт горняков в Донецке вывели на поверхность,2022-09-02 16:14:27,https://tass.ru/mezhdunarodnaya-panorama/15634951,0
Из приграничных сел Армении эвакуировали по меньшей мере 7 600 человек,2022-09-16 13:44:56,https://tass.ru/mezhdunarodnaya-panorama/15778241,0
Киргизия эвакуировала из района конфликта на границе около 136 тыс. человек,2022-09-16 17:37:36,https://tass.ru/mezhdunarodnaya-panorama/15781039,0
В России медицинскую помощь оказали 10 тыс. переселенцев с Украины и из Донбасса,2022-03-10 14:56:17,https://tass.ru/obschestvo/14029103,1
"Пушилин сообщил о большом количестве солдат ВСУ, сдавшихся в плен в Авдеевке",2024-02-19 7:11:58,https://tass.ru/politika/20022339,0
Из ДНР эвакуировали 6 603 человек,2022-02-19 5:14:25,https://tass.ru/proisshestviya/13764169,1
"Гладков: в ""Артек"" прибыли 250 детей из приграничных районов Белгородской области",2024-05-30 9:35:58,https://tass.ru/obschestvo/20946885,0
"""Россети"" обеспечили энергоснабжение скоропомощного стационара НИИ Склифосовского",2022-06-22 10:07:19,https://tass.ru/ekonomika/14997293,0
За сутки границу РФ в Ростовской области пересекли более 15 тыс. жителей Донбасса,2022-05-14 8:00:51,https://tass.ru/obschestvo/14624005,1
На Камчатке 30 студентов-медиков проведут трудовой семестр в новой больнице,2025-04-29 0:05:57,https://tass.ru/obschestvo/23809433,0
"В ГД заявили, что паспорта РФ упростят для жителей Херсона и Запорожья получение соцпомощи",2022-05-26 15:17:00,https://tass.ru/politika/14740679,1
В ЛНР организовали 61 пункт эвакуации населения в Россию,2022-02-19 11:02:45,https://tass.ru/mezhdunarodnaya-panorama/13766431,1
Югра вернула четырех детей из зон боевых действий на Ближнем Востоке в 2022 году,2023-01-27 6:40:42,https://tass.ru/obschestvo/16898761,0
Более 1 тыс. книг собрали школьники из Севастополя для детей из ЛНР,2022-07-26 14:40:08,https://tass.ru/obschestvo/15315111,0
"Около 200 тыс. жителей ЛНР получили 2,8 млрд рублей соцподдержки за год",2024-05-16 12:21:04,https://tass.ru/obschestvo/20819419,0
Российские десантники эвакуировали гражданских из Николаево-Дарьина Курской области,2025-02-11 12:53:31,https://tass.ru/proisshestviya/23110085,0
Более 25 тыс. курганцев получили централизованное водоснабжение за два года,2023-03-06 13:06:28,https://tass.ru/v-strane/17205797,0
Более 150 автобусов намерены поставить в Херсонскую область в 2023 году,2023-04-26 2:11:17,https://tass.ru/obschestvo/17611039,0
Доля работающих среди малоимущих россиян за девять лет сократилась почти на 6%,2023-08-30 16:11:21,https://tass.ru/obschestvo/18621741,0
"За сутки границу России в Ростовской области пересекли более 15,5 тыс. жителей Донбасса",2022-06-02 6:49:41,https://tass.ru/obschestvo/14798961,1
Российские военные помогли выехать семье из приграничного хутора Курской области,2024-10-25 14:50:50,https://tass.ru/proisshestviya/22232395,0
"Более 4,5 тыс. многодетных семей Кубани получили региональный маткапитал с начала года",2025-11-05 13:49:20,https://tass.ru/obschestvo/25543787,0
Все медучреждения Удмуртии перешли на штатный режим работы,2022-05-31 8:39:08,https://tass.ru/obschestvo/14777447,0
Свыше 18 тыс. жителей Подмосковья доставили из сел на диспансеризацию,2024-08-23 9:48:51,https://tass.ru/obschestvo/21670637,0
Передвижные клубы культуры совершили более 200 выездов в отдаленные села КБР,2025-01-07 17:44:43,https://tass.ru/kultura/22833783,0
Якутия направила гуманитарную помощь пострадавшим от землетрясения в Турции,2023-02-10 10:38:56,https://tass.ru/v-strane/17018615,0
Меры поддержки распространили на всех эвакуированных из Херсонской области,2022-11-07 16:52:30,https://tass.ru/obschestvo/16264953,1
Пензенская область поможет Пологовскому району Запорожья восстановить водоснабжение,2022-08-17 8:35:56,https://tass.ru/obschestvo/15492225,0
В Приморье создали фонд помощи мобилизованным,2022-10-20 5:14:18,https://tass.ru/armiya-i-opk/16104637,0
В Курской области создали аварийный резерв для быстрого восстановления электроснабжения,2024-08-28 11:13:13,https://tass.ru/obschestvo/21707211,0
В БАПОР сообщили об укрытии более 1 млн человек в учреждениях агентства в Газе,2023-11-24 16:36:22,https://tass.ru/mezhdunarodnaya-panorama/19375539,0
Власти Ставрополья планируют на четверть сократить число ковидных коек,2022-03-15 13:39:15,https://tass.ru/obschestvo/14076807,0
Генпрокуратура организовала мобильные приемные для прибывающих из Донбасса граждан,2022-02-22 8:55:35,https://tass.ru/obschestvo/13801005,1
В Ростовской области отозвали из отпусков медиков в связи с эвакуацией жителей Донбасса,2022-02-22 15:28:22,https://tass.ru/obschestvo/13809657,1
"Минобороны сообщило об эвакуации из ДНР, ЛНР и с Украины в РФ более 19,8 тыс. человек",2022-05-08 18:33:32,https://tass.ru/armiya-i-opk/14578545,1
Колонна МЧС с гуманитарной помощью для эвакуированных с Донбасса прибыла в Ростов-на-Дону,2022-02-23 16:10:46,https://tass.ru/obschestvo/13822063,1
Часть пострадавших при обстреле прифронтовой Каменки-Днепровской выписали из больницы,2024-05-17 10:18:53,https://tass.ru/obschestvo/20829773,0
Свыше 80 млн рублей направили на ликвидацию аварийных домов в Сургутском районе Югры,2024-06-04 13:54:32,https://tass.ru/obschestvo/20991283,0
"Более 1,2 млн жителей УрФО стали участниками акции ""Бессмертный полк""",2022-05-10 8:54:06,https://tass.ru/obschestvo/14586829,0
Минобороны показало работу военных комиссариатов в Воронежской области,2025-04-02 7:53:40,https://tass.ru/armiya-i-opk/23573435,0
Для всех переехавших из Курской области детей организовали обучение,2024-09-11 10:44:03,https://tass.ru/obschestvo/21836441,0
Палестинские медики сообщили об эвакуации примерно 8 тыс. человек из Хан-Юниса,2024-02-05 19:28:48,https://tass.ru/mezhdunarodnaya-panorama/19906509,0
"Первый волонтерский ""Добро.Центр"" открылся в Тверской области",2022-12-15 11:41:47,https://tass.ru/obschestvo/16601481,0
Волонтеры из Петербурга собрали для жителей Мариуполя 3 тонны гуманитарной помощи,2022-10-27 14:25:13,https://tass.ru/obschestvo/16174421,0
Минздрав РФ направил специалистов ФЦМК в Луганск для помощи пострадавшим,2024-06-07 14:59:09,https://tass.ru/proisshestviya/21039853,0
В Донецке более 80 горняков находятся в обесточенной из-за обстрела шахте,2022-03-14 7:39:59,https://tass.ru/proisshestviya/14058903,0
Вакцинацию от коронавируса в Югре завершило чуть более половины населения,2022-09-16 9:12:20,https://tass.ru/obschestvo/15772339,0
"""Россети"" намерены обеспечить электроснабжение нового терминала аэропорта в Новокузнецке",2023-07-10 11:49:29,https://tass.ru/ekonomika/18235823,0
В Волгограде объяснили переселение людей из аварийного жилья за 50 км,2025-02-19 14:11:17,https://tass.ru/obschestvo/23189215,0
Ростовская область подготовила почти 1 тыс. коек для приема жителей Донбасса с COVID-19,2022-02-22 15:56:48,https://tass.ru/obschestvo/13810163,1
В Приморье направили более 888 млн рублей на соцвыплату медработникам,2024-08-21 1:39:04,https://tass.ru/ekonomika/21649953,0
"Потери Украины на курском направлении превысили 12,5 тыс. человек",2024-09-12 11:59:15,https://tass.ru/armiya-i-opk/21848191,0
"Пасечник: прибывшие в ЛНР с Украины, из Херсонской и Запорожской областей получат жилье",2022-11-17 13:44:26,https://tass.ru/nedvizhimost/16358961,0
Около 200 детей из ДНР отдохнут в детских лагерях Тульской области,2025-10-20 10:15:47,https://tass.ru/obschestvo/25396513,1
"Белоруссия с февраля приняла около 51,5 тыс. беженцев с Украины",2022-09-09 7:43:23,https://tass.ru/mezhdunarodnaya-panorama/15703657,0
Более 40 тыс. жителей Донбасса прибыли в Ростовскую область,2022-02-20 6:24:07,https://tass.ru/obschestvo/13772201,1
"Границу России в Ростовской области с февраля пересекли более 3,3 млн жителей Донбасса",2022-09-22 10:52:13,https://tass.ru/obschestvo/15833781,1
В больницы Подмосковья в 2025 году поступят около 50 операционных столов,2025-08-14 10:00:37,https://tass.ru/obschestvo/24780145,0
В Донецке жильцам загоревшейся многоэтажки раздают чай и термобелье,2024-09-19 22:21:51,https://tass.ru/proisshestviya/21911707,0
"Котяков сообщил, что отделения Соцфонда России будут работать во всех регионах",2022-12-14 13:18:52,https://tass.ru/obschestvo/16591657,0
Захарова: десятки тысяч украинских детей пропали на Западе,2025-11-07 9:15:06,https://tass.ru/politika/25561253,0
Из Севастополя в Донбасс и на Украину отправили 200 тонн гуманитарной помощи,2022-04-20 7:02:28,https://tass.ru/obschestvo/14420793,0
Белгородские власти снизят потребность в кадрах в амбулаторно-поликлиническом звене на 80%,2022-06-17 12:29:52,https://tass.ru/obschestvo/14951767,0
На Чукотке направили около 500 млн рублей на доставку социальных продуктов в села,2023-10-04 22:33:14,https://tass.ru/ekonomika/18914219,0
Песков: эвакуация населения Донбасса вызвана агрессией и провокациями военных Украины,2022-02-21 8:40:46,https://tass.ru/politika/13780417,1
Доходы бюджета Кабардино-Балкарии выросли на 26% за полгода,2022-08-05 8:56:09,https://tass.ru/ekonomika/15403043,0
В Новокузнецком районе Кузбасса в зоне подтопления находится свыше 800 садовых участков,2024-04-07 9:49:55,https://tass.ru/obschestvo/20469355,0
"""Навигаторы детства"" Ставрополья поедут в Ростовскую область для работы с детьми Донбасса",2022-02-21 13:49:54,https://tass.ru/obschestvo/13785419,1
Первую гуманитарную помощь доставили для пострадавших при подтоплениях на Кубани,2023-07-13 13:05:40,https://tass.ru/proisshestviya/18268189,0
Воробьев: около 30 тыс. приезжих из Донбасса и Украины временно проживают в Подмосковье,2022-07-08 9:20:04,https://tass.ru/obschestvo/15163755,1
"Минометчики группировки ""Север"" обеспечили продвижение пехоты в Сумской области",2025-06-29 2:00:00,https://tass.ru/armiya-i-opk/24382205,0
"Число прибывших в Россию с Украины, из ДНР и ЛНР превысило 915 тыс. человек",2022-04-21 5:53:12,https://tass.ru/obschestvo/14432885,1
В Ленобласти разместили в больнице 38 беженцев из Мариуполя с травмами и коронавирусом,2022-04-12 17:51:21,https://tass.ru/obschestvo/14359445,1
На Кубани выделили более 30 млн рублей для восстановления пляжей после ЧП,2025-03-13 19:38:59,https://tass.ru/obschestvo/23393765,0
В Северной Осетии детей с ограниченными возможностями впервые обеспечат спецучебниками,2025-08-11 18:52:04,https://tass.ru/obschestvo/24758941,0
"В Якутии на получение помощи поступило 2,6 тыс. заявлений от пострадавших от паводка",2025-08-18 2:36:19,https://tass.ru/obschestvo/24806921,0
В Оренбургской области медики оказали помощь 552 пострадавшим в зоне ЧС,2024-04-14 4:45:50,https://tass.ru/obschestvo/20539875,0
Тверская область направила жителям Донбасса около 12 тонн овощей и питьевой воды,2022-03-12 13:22:56,https://tass.ru/obschestvo/14051395,0
МО РФ: в Сирию прибыло почти 200 самолетов с помощью для пострадавших при землетрясении,2023-02-27 19:04:30,https://tass.ru/armiya-i-opk/17153939,0
Доброволец из Красноярска спас более 40 раненых бойцов на передовой в зоне СВО,2024-03-20 16:12:56,https://tass.ru/obschestvo/20298843,0
В Перове новые квартиры по программе реновации получат более 6 тыс. москвичей,2023-10-25 20:40:07,https://tass.ru/nedvizhimost/19116975,0
На вокзалах Сочи организовали дополнительные пункты питания и отдыха,2024-02-05 17:38:05,https://tass.ru/obschestvo/19905749,0
В очереди на Керченскую переправу со стороны Кубани ожидают 55 грузовиков,2023-02-01 13:52:27,https://tass.ru/obschestvo/16937909,0
МЖД: в Брянскую область направили восстановительные поезда,2025-05-31 21:41:02,https://tass.ru/proisshestviya/24103951,0
В Брянске организовали расселение для жителей Курской области,2025-03-28 19:58:54,https://tass.ru/obschestvo/23544385,0
Пострадавшим от нападения иркутским медикам могут помочь в федеральных клиниках,2025-07-05 7:06:38,https://tass.ru/obschestvo/24437699,0
В Подмосковье ввели режим повышенной готовности из-за прибытия эвакуированных из Донбасса,2022-02-22 15:35:04,https://tass.ru/obschestvo/13809861,1
Матвиенко передала 300 книг детям Донбасса через библиотеку Маяковского в Петербурге,2022-05-26 14:49:11,https://tass.ru/obschestvo/14741003,0
"В Подмосковье почти 1,7 тыс. детей осмотрели на выездах комплекса НИКИ детства",2025-03-10 10:57:48,https://tass.ru/obschestvo/23352253,0
"На лечение подопечных ""Круга добра"" направили 205 млрд рублей",2023-10-25 8:43:14,https://tass.ru/obschestvo/19109103,0
Русский дом в Пномпене передал гуманитарную помощь камбоджийскому госпиталю,2022-02-19 6:27:33,https://tass.ru/obschestvo/13764325,0
Более 11 тыс. жителей Донбасса пересекли за сутки границу РФ в Ростовской области,2022-03-17 8:30:33,https://tass.ru/obschestvo/14099579,1
В МВД считают эффективными механизмы помощи переселенцам в Курской области,2024-09-17 12:55:14,https://tass.ru/obschestvo/21886935,0
Чувашия примет около 600 эвакуированных жителей Донбасса,2022-02-25T12:00:48,https://tass.ru/obschestvo/13860245,1
Эвакуированных жителей Донбасса разместили в пунктах пребывания в Подмосковье,2022-02-22T18:41:16,https://tass.ru/obschestvo/13813037,1
Более 20 населенных пунктов в Абатском районе Тюменской области подлежат эвакуации,2024-04-17T17:05:13,https://tass.ru/proisshestviya/20576289,1
Более 14 тыс. беженцев с территорий Украины и Донбасса эвакуировали в РФ за сутки,2022-08-19T18:31:34,https://tass.ru/armiya-i-opk/15518593,1
Более 110 жителей Северодонецкой агломерации размещены в соцучреждениях ЛНР,2022-11-22T09:42:12,https://tass.ru/obschestvo/16393945,1
Более 800 тонн гуманитарной помощи собрали в Подмосковье для жителей Донбасса,2022-04-05T12:07:26,https://tass.ru/obschestvo/14285875,1
Более 5 тыс. волонтеров помогают эвакуированным жителям Донбасса в России,2022-03-02T10:14:13,https://tass.ru/obschestvo/13929197,1
Более 3 тыс. волонтеров помогают временно отселенным жителям белгородского приграничья,2023-06-11T13:18:20,https://tass.ru/obschestvo/17985413,1
Жителям освобожденных населенных пунктов Харьковской области помогут с заселением в ПВР,2024-05-11T14:07:47,https://tass.ru/armiya-i-opk/20767867,1
В 1 тыс. пунктов временного размещения в России находятся более 40 тыс. эвакуированных,2023-07-19T09:15:41,https://tass.ru/obschestvo/18309911,1
Более 100 эвакуированных жителей из ДНР и ЛНР прибыли в регионы Сибири,2022-03-17T09:36:43,https://tass.ru/obschestvo/14100725,1
"Около 1,6 млн беженцев с Украины и из Донбасса прибыли в Россию",2022-06-01T07:20:27,https://tass.ru/mezhdunarodnaya-panorama/14787997,1
Более 1 тыс. беженцев отправили из Белгородской области в другие регионы России,2022-09-14T04:36:38,https://tass.ru/obschestvo/15743333,1
Границу России пересекли более 111 тыс. вынужденных переселенцев из Донбасса,2022-02-24T17:44:31,https://tass.ru/obschestvo/13846471,1
Число прибывших в Воронежскую область жителей Донбасса превысило 5 тыс.,2022-03-10T15:34:57,https://tass.ru/obschestvo/14029971,1
Почти 1 млн вынужденных переселенцев прибыли в Россию с территории Украины и Донбасса,2022-04-26T05:55:12,https://tass.ru/mezhdunarodnaya-panorama/14473625,1
"Тюменская область готова принять 1,6 тыс. эвакуированных жителей ДНР и ЛНР",2022-02-26T08:28:03,https://tass.ru/obschestvo/13873385,1
На Ставрополье прибыли эвакуированные жители из ДНР и ЛНР,2022-02-24T13:38:14,https://tass.ru/obschestvo/13840949,1
ОП РФ открыла общественный центр сбора гумпомощи для жителей Донбасса,2022-03-31T12:16:37,https://tass.ru/obschestvo/14242009,1
Через границу России перешли более 120 тыс. эвакуированных жителей Донбасса,2022-02-25T07:03:39,https://tass.ru/politika/13853585,1
В Воронеж прибыли порядка 420 вынужденных переселенцев из Харьковской области,2022-09-11T20:19:14,https://tass.ru/obschestvo/15720731,1
"В Россию прибыли свыше 3,3 млн беженцев с территории Украины и Донбасса",2022-08-12T06:29:20,https://tass.ru/obschestvo/15454755,1
"Турчак: 24 отделения ""Единой России"" направили помощь эвакуированным из Донбасса",2022-02-23T08:47:16,https://tass.ru/obschestvo/13817397,1
В социальной гостинице для онкобольных детей в Москве разместили 13 семей из Донбасса,2022-03-14T14:52:32,https://tass.ru/obschestvo/14064957,1
Около 7 тыс. эвакуированных из Донбасса в РФ обратились за материальной помощью,2022-02-23T12:09:58,https://tass.ru/obschestvo/13819525,1
Более 22 тыс. человек эвакуировались с Украины и из Донбасса в Россию,2022-07-04T18:31:15,https://tass.ru/armiya-i-opk/15122207,1
В Нижегородскую область прибыли 400 эвакуированных жителей Мариуполя,2022-04-02T09:31:46,https://tass.ru/obschestvo/14261949,1
Ессентуки примут 80 эвакуированных белгородских детей,2024-03-20T07:59:56,https://tass.ru/obschestvo/20292197,1
Около 7 тыс. жителей Донбасса разместили в ПВР Ростовской области,2022-03-05T17:06:09,https://tass.ru/obschestvo/13981693,1
Более 93 тыс. эвакуированных из Донбасса находятся в ПВР в Ростовской области,2022-02-24T16:02:16,https://tass.ru/obschestvo/13843883,1
Более 720 тыс. жителей Донбасса прибыли в Ростовскую область с начала эвакуации населения,2022-04-22T12:38:17,https://tass.ru/obschestvo/14449803,1
В Ростовской области развернули девять временных городков для эвакуированных из Донбасса,2022-02-23T07:18:06,https://tass.ru/obschestvo/13816609,1
"Три района Кубани приняли и разместили более 7,7 тыс. жителей Херсонской области",2022-10-25T10:21:58,https://tass.ru/obschestvo/16148091,1
Транспортные компании Подмосковья собрали около 10 тонн гумпомощи для жителей Донбасса,2022-05-25T07:49:09,https://tass.ru/obschestvo/14720401,1
