cible,co_word,example_id,excerpt,title,url
Refugies,оон,1,Прибытков/. Сотрудники Управления верховного комиссара ООН по делам беженцев ( УВКБ ) намерены продолжать работу в Донбассе,Управление ООН по делам беженцев намерено продолжать работу в Донбассе,https://tass.ru/mezhdunarodnaya-panorama/13771669
Refugies,оон,2,Константин Прибытков/. Управление верховного комиссара ООН по делам беженцев ( УВКБ ) находится в тесном контакте со,Ведомство ООН по беженцам обсуждает с РФ вопросы помощи в связи с ситуацией в Донбассе,https://tass.ru/obschestvo/13791135
Refugies,оон,3,"официальный представитель Управления верховного комиссара ООН по делам беженцев ( УВКБ ) Шабия Манту . 
 """,Более 660 тыс. беженцев прибыли с Украины в соседние страны,https://tass.ru/mezhdunarodnaya-panorama/13912869
Refugies,оон,4,"в понедельник Управление верховного комиссара ООН по делам беженцев ( УВКБ ) в Twitter . 
 ""","В ООН сообщили, что в соседние с Украиной страны прибыли 1,7 млн беженцев",https://tass.ru/obschestvo/13996143
Refugies,оон,5,"марта . /ТАСС/. Верховный комиссар ООН по делам беженцев Филиппо Гранди считает , что число беженцев с","В ООН прогнозируют, что число беженцев с Украины к 9 марта может достичь 2 млн человек",https://tass.ru/mezhdunarodnaya-panorama/13999249
Ukraine,республика,1,"собираться первые крымчане , требовавшие отделения республики от Украины . Несмотря на убедительные итоги прошедшего здесь референдума",Крым и Севастополь отправили около 50 тонн гуманитарной помощи жителям Донбасса,https://tass.ru/obschestvo/13789819
Ukraine,республика,2,"по функционированию пунктов пропуска через государственную границу с Украиной и Республикой Молдова , а также оказанию содействия",Власти Приднестровья заявили о подготовке к приему беженцев с Украины,https://tass.ru/obschestvo/13838457
Ukraine,республика,3,"в понедельник заявил , что республика отправила на Украину 100 тонн гуманитарной помощи . 
 Президент России",Грузия готова принять беженцев с Украины,https://tass.ru/obschestvo/13898231
Ukraine,республика,4,"деятельности и мониторингу социально - бытового обустройства граждан Украины , Донецкой Народной Республики , Луганской Народной Республики",На Урале создали комиссию по организации нахождения эвакуированных из Донбасса,https://tass.ru/obschestvo/13951401
Ukraine,республика,5,"Донецкой и Луганской народных республик , а также Украины , по поручению руководителя ФМБА России Вероники Скворцовой","ФМБА направило медиков в регионы РФ для помощи эвакуированным из ДНР, ЛНР и Украины",https://tass.ru/obschestvo/13975155
Ukraine,донбасс,1,уже прибыли частным порядком жители Донбасса и граждане Украины с подконтрольных Киеву территорий . Координатор Интеграционного комитета,Крым и Севастополь отправили около 50 тонн гуманитарной помощи жителям Донбасса,https://tass.ru/obschestvo/13789819
Ukraine,донбасс,2,"сограждан и соотечественников , проживающих в Донбассе . Украина давно фактически в одностороннем порядке вышла из минских",Крым и Севастополь отправили около 50 тонн гуманитарной помощи жителям Донбасса,https://tass.ru/obschestvo/13789819
Ukraine,донбасс,3,". /ТАСС/. Украинцы с подконтрольных киевским властям территорий Украины , а также жители Донбасса в понедельник начали","В РКК сообщили, что граждане Украины эвакуируются в Крым из-за столкновений в Донбассе",https://tass.ru/obschestvo/13786703
Ukraine,донбасс,4,"человек прибыли в Россию из Донбасса и с Украины , 162,5 тыс. из них - жители ДНР","В Россию из Донбасса и с Украины прибыли 181,5 тыс. человек",https://tass.ru/obschestvo/13985457
Ukraine,донбасс,5,"человек прибыли в Россию из Донбасса и с Украины , порядка 168 тыс. из них - жители",В Россию из Донбасса и с Украины прибыли почти 186 тыс. человек,https://tass.ru/obschestvo/13990585
Benevoles,регион,1,", со всех 85 регионов нашей страны откликнулись волонтеры , готовые присоединиться к оказанию помощи . Добровольцы",В Ростовской области более 800 волонтеров помогают эвакуированным жителям Донбасса,https://tass.ru/obschestvo/13787549
Benevoles,регион,2,"ведется , в ней задействованы многие регионы , волонтеры , разные партии , в частности , """,Песков: эвакуация населения Донбасса вызвана агрессией и провокациями военных Украины,https://tass.ru/politika/13780417
Benevoles,регион,3,"Башанкаева , жителей региона , а также команду волонтеров , которые стали участниками благотворительной миссии .",Калмыкия направила в Ростов-на-Дону гуманитарный груз для эвакуированных жителей Донбасса,https://tass.ru/obschestvo/13810165
Benevoles,регион,4,"Ульяновской области Алексей Русских , представители правительства , волонтеры и активисты региона . По информации министерства ,",В Ульяновск прибыл первый поезд с эвакуированными жителями Донбасса,https://tass.ru/obschestvo/13797717
Benevoles,регион,5,"- служба министерства образования региона . 
 "" Волонтеры Приамурья отправят 18,3 тонны гуманитарного груза для беженцев","Волонтеры Приамурья собрали для эвакуированных из ЛНР и ДНР 18,3 тонны гуманитарного груза",https://tass.ru/obschestvo/14236161
Ukraine,днр,1,сколько всего украинцев с подконтрольных киевским властям территорий Украины и жителей ДНР и ЛНР разместились на полуострове,"В РКК сообщили, что граждане Украины эвакуируются в Крым из-за столкновений в Донбассе",https://tass.ru/obschestvo/13786703
Ukraine,днр,2,"Тюменская область готова к приему эвакуированных с территории Украины , ЛНР и ДНР . Тюменская область готова",Тюменская область подготовила 16 пунктов временного размещения для жителей Донбасса,https://tass.ru/obschestvo/13966063
Ukraine,днр,3,", вынужденно покинувшим территорию ДНР , ЛНР и Украины , сообщили в субботу в пресс - службе","ФМБА направило медиков в регионы РФ для помощи эвакуированным из ДНР, ЛНР и Украины",https://tass.ru/obschestvo/13975155
Ukraine,днр,4,"2,5 тыс. жителей ДНР , ЛНР , граждан Украины , около 900 из них - дети .",Более 600 жителей Донбасса и граждан Украины прибыли в Белгородскую область за выходные,https://tass.ru/mezhdunarodnaya-panorama/14013201
Ukraine,днр,5,"мы отправили в ЛНР , ДНР и на Украину "" , - сказала Швелидзе . 
 Она","Около 400 тонн гуманитарной помощи собрали в Подмосковье для жителей ДНР, ЛНР и Украины",https://tass.ru/obschestvo/14011177
Benevoles,пункт,1,"области Александр Никиточкин . 
 "" Что касается волонтеров , в каждом пункте временного размещения работают группы",Во всех ПВР Ростовской области организованы занятия с эвакуированными из Донбасса детьми,https://tass.ru/obschestvo/13781477
Benevoles,пункт,2,"народных республиках , в пункты временного размещения требуются волонтеры . Ссылка для добровольцев , желающих помочь https://dobro.ru/event/10139425",Волонтеры #МыВместе в Кабардино-Балкарии помогут эвакуированным из ЛНР и ДНР,https://tass.ru/obschestvo/13805635
Benevoles,пункт,3,"стране в режиме постоянной работы более 4 290 волонтеров . Ребята работают в пунктах пропуска , на",В РФ более 4 тыс. волонтеров помогают эвакуированным жителям Донбасса,https://tass.ru/obschestvo/13817213
Benevoles,пункт,4,"распределении гуманитарной помощи , фур , [ также волонтеры работают ] в пунктах временного размещения "" ,",В РФ более 4 тыс. волонтеров помогают эвакуированным жителям Донбасса,https://tass.ru/obschestvo/13817213
Benevoles,пункт,5,". Они работают в пунктах временного размещения , волонтеры являются аниматорами , помогают родителям , помогают заниматься","Порядка 1,5 тыс. волонтеров помогают в работе с эвакуированными из Донбасса в регионах РФ",https://tass.ru/obschestvo/13816445
Benevoles,сообщение,1,""" , - говорится в сообщении . 
 Волонтеры организовали доставку более 50 тонн гуманитарной помощи ,","В МЧС сообщили, что переселенцев из Донбасса готовы принять 43 региона",https://tass.ru/obschestvo/13781503
Benevoles,сообщение,2,"Метелев , слова которого приведены в сообщении , волонтеры обеспечивают эвакуированным проживание и питание , помогают с",Почти 32 тыс. волонтеров помогают эвакуированным в Россию жителям Донбасса,https://tass.ru/obschestvo/13977829
Benevoles,сообщение,3,"- приводятся в сообщении слова полпреда . 
 Волонтеры , участвующие в совещании , рассказали о своей",Около 4 тыс. переселенцев с Донбасса разместили в регионах ПФО,https://tass.ru/obschestvo/14108249
Benevoles,сообщение,4,"распространенном в воскресенье сообщении штаба . 
 "" Волонтеры объединенного штаба # МыВместе в Ростовской области вновь",Волонтеры из Ростовской области направят в Луганск 100 тонн гуманитарной помощи,https://tass.ru/obschestvo/14266705
Benevoles,сообщение,5,", написано в сообщении на сайте . 
 Волонтерами акции стали более 6,5 тыс. жителей столицы .",Из Москвы с начала СВО отправили более 830 тонн гуманитарной помощи для жителей Донбасса,https://tass.ru/obschestvo/15233749
Benevoles,партия,1,"ведется , в ней задействованы многие регионы , волонтеры , разные партии , в частности , """,Песков: эвакуация населения Донбасса вызвана агрессией и провокациями военных Украины,https://tass.ru/politika/13780417
Benevoles,партия,2,"( ДНР и ЛНР ) . Вместе с волонтерами и представителями реготделений партии "" Единая Россия """,Регионы ЦФО собирают детские игрушки и деньги для жителей Донбасса,https://tass.ru/obschestvo/13808231
Benevoles,партия,3,"и предприниматели , а также активисты партии и волонтеры собрали для беженцев около 20 тонн вещей и",Ленобласть отправила 50 тонн гуманитарной помощи жителям Донбасса,https://tass.ru/obschestvo/13862171
Benevoles,партия,4,"из задач общественных приемных партии является координация работы волонтеров по сопровождению детей , прибывших из ДНР и",МГЕР вместе с приемными партии организует игровые комнаты для детей из Донбасса,https://tass.ru/obschestvo/13909559
Benevoles,партия,5,"Он напомнил , что с первых дней волонтеры от партии "" встречают беженцев на границе ,",Границу России пересекли уже более 132 тыс. эвакуированных жителей Донбасса,https://tass.ru/obschestvo/13932163
Benevoles,психолог,1,"тест на коронавирус , с ними будут работать волонтеры и психологи . 
 Ранее сообщалось , что",Липецкая область готова принять в ближайшие сутки 750 эвакуированных жителей Донбасса,https://tass.ru/obschestvo/13780051
Benevoles,психолог,2,"временного размещения с прибывшими гражданами также будут работать волонтеры , психологи , сотрудники центров соцзащиты , а","Свыше 200 волонтеров и спасателей помогают жителям Донбасса, приехавшим в Липецкую область",https://tass.ru/obschestvo/13807257
Benevoles,психолог,3,"В пунктах временного размещения с ними будут работать волонтеры , психологи , сотрудники центров соцзащиты "" ,",Первый поезд с эвакуированными жителями Донбасса прибыл в Липецкую область,https://tass.ru/obschestvo/13802221
Benevoles,психолог,4,"тестирование на коронавирус . С прибывшими будут работать волонтеры и психологи . 
 Ранее эвакуированных жителей Донбасса",Первый поезд с эвакуированными жителями Донбасса прибыл в Липецкую область,https://tass.ru/obschestvo/13802221
Benevoles,психолог,5,"подчеркнул , что с детьми работают психологи и волонтеры , а в скором времени в пункты размещения",Почти 300 детей из Донецкой и Луганской народных республик будут учиться в липецких школах,https://tass.ru/obschestvo/13842031
Ukraine,район,1,"покинувших территорию отдельных районов Донецкой и Луганской областей Украины , необходимостью обеспечения этих людей временным жильем и",В Подмосковье ввели режим повышенной готовности из-за прибытия эвакуированных из Донбасса,https://tass.ru/obschestvo/13809861
Ukraine,район,2,"24 февраля . /ТАСС/. Руководители муниципалитетов граничащих с Украиной районов Крыма сообщили в четверг , что ситуация","Власти приграничных районов Крыма сообщили, что оттока жителей не наблюдают",https://tass.ru/obschestvo/13829561
Ukraine,район,3,". Это гуманитарная помощь для жителей освобожденных районов Украины . Как вы понимаете , ситуация там очень",Более 6 тонн гуманитарной помощи собрали в Общественной палате РФ для жителей Донбасса,https://tass.ru/obschestvo/14008967
Ukraine,район,4,"властей за сутки организовали эвакуацию из опасных районов Украины , Донецкой и Луганской народных республик в Россию","За сутки более 19,6 тыс. человек эвакуировали в РФ из опасных районов Украины, ДНР и ЛНР",https://tass.ru/armiya-i-opk/14195313
Ukraine,район,5,"без участия украинских властей , из опасных районов Украины , Донецкой и Луганской народных республик эвакуированы в","За сутки более 19,6 тыс. человек эвакуировали в РФ из опасных районов Украины, ДНР и ЛНР",https://tass.ru/armiya-i-opk/14195313
Benevoles,единый,1,"от регионального отделения "" Единой России "" направлены волонтеры , которые будут сообщать , в чем именно",Из Рязанской области отправили первые 6 тонн гуманитарной помощи для жителей Донбасса,https://tass.ru/obschestvo/13808247
Benevoles,единый,2,"общественным приемным "" Единой России "" , подключатся волонтеры "" Молодой гвардии "" , будут назначены координаторы",Ростовская область станет модельным регионом по работе с эвакуированными жителями Донбасса,https://tass.ru/obschestvo/13816615
Benevoles,единый,3,работе по оказанию гуманитарной помощи привлечены 1 777 волонтеров . Всего на склады единого центра гуманитарной помощи,Почти 2 тыс. волонтеров помогают эвакуированным жителям Донбасса в Ростовской области,https://tass.ru/obschestvo/13926931
Benevoles,единый,4,. Ежедневно на базе единого склада трудятся 80 волонтеров .,В Ростовскую область поступило почти 620 тонн помощи эвакуированным жителям Донбасса,https://tass.ru/obschestvo/13969687
Benevoles,единый,5,"СИМФЕРОПОЛЬ , 21 октября . /ТАСС/. Волонтеры "" Молодой гвардии "" Единой России "" в","""Молодая гвардия"" организовала три пункта помощи переселенцам из Херсонской области",https://tass.ru/obschestvo/16122689
Benevoles,россия,1,"от регионального отделения "" Единой России "" направлены волонтеры , которые будут сообщать , в чем именно",Из Рязанской области отправили первые 6 тонн гуманитарной помощи для жителей Донбасса,https://tass.ru/obschestvo/13808247
Benevoles,россия,2,"общественным приемным "" Единой России "" , подключатся волонтеры "" Молодой гвардии "" , будут назначены координаторы",Ростовская область станет модельным регионом по работе с эвакуированными жителями Донбасса,https://tass.ru/obschestvo/13816615
Benevoles,россия,3,"Главного управления МЧС России по Ростовской области и волонтеры . Они оказывают помощь жителям республик , помогают",Более 300 эвакуированных с Донбасса отправили железной дорогой во Владимирскую область,https://tass.ru/obschestvo/14093407
Benevoles,россия,4,"тыс. человек в России в настоящее время трудятся волонтерами , помогая жителям Донбасса , сообщил в четверг","Кириенко заявил, что около 75 тыс. волонтеров-россиян помогают жителям Донбасса",https://tass.ru/obschestvo/14674779
Benevoles,россия,5,", а также собранная ранее в Мелитополе группа волонтеров из разных регионов России . 
 "" В","""Молодая гвардия"" организовала три пункта помощи переселенцам из Херсонской области",https://tass.ru/obschestvo/16122689
Benevoles,ребенок,1,"подчеркнул , что с детьми работают психологи и волонтеры , а в скором времени в пункты размещения",Почти 300 детей из Донецкой и Луганской народных республик будут учиться в липецких школах,https://tass.ru/obschestvo/13842031
Benevoles,ребенок,2,"житель . В вагонах медики провели термометрию , волонтеры вручили сладкие подарки детям . Людей сопроводили в",В Тулу прибыл первый поезд с эвакуированными жителями Донбасса,https://tass.ru/obschestvo/13854765
Benevoles,ребенок,3,"из задач общественных приемных партии является координация работы волонтеров по сопровождению детей , прибывших из ДНР и",МГЕР вместе с приемными партии организует игровые комнаты для детей из Донбасса,https://tass.ru/obschestvo/13909559
Benevoles,ребенок,4,"поддержки беженцев . Следующая задача - координация дежурства волонтеров по сопровождению детей , прибывших из Донецкой и",МГЕР вместе с приемными партии организует игровые комнаты для детей из Донбасса,https://tass.ru/obschestvo/13909559
Benevoles,ребенок,5,", включая 92 детей . "" В Подмосковье волонтеры "" включились "" с первого дня , встречая",Единый центр гумпомощи за месяц направил более 1 тыс. тонн грузов жителям Донбасса,https://tass.ru/obschestvo/14123995
Russie,истечь,1,"сообщили в пресс - службе областного погрануправления ФСБ России . 
 "" За истекшие сутки через пункты",Границу с Россией в Ростовской области за сутки пересекли более 9 тыс. жителей Донбасса,https://tass.ru/obschestvo/13830371
Russie,истечь,2,". 
 "" По информации Пограничного управления ФСБ России по Ростовской области за истекшие сутки границу России",Более 7 тыс. жителей Донбасса пересекли границу в Ростовской области за сутки,https://tass.ru/obschestvo/13853743
Russie,истечь,3,"России по Ростовской области за истекшие сутки границу России пересекли более 7 тыс. граждан "" , -",Более 7 тыс. жителей Донбасса пересекли границу в Ростовской области за сутки,https://tass.ru/obschestvo/13853743
Russie,истечь,4,""" За истекшие сутки на въезд в Россию через пункты пропуска , расположенные в Ростовской области",Более 90% беженцев из Донбасса уже получили материальную помощь в Ростовской области,https://tass.ru/obschestvo/14054413
Russie,истечь,5,"информирует : за истекшие сутки на въезд в Россию через пункты пропуска , расположенные в Ростовской области",Более 16 тыс. жителей ДНР и ЛНР за сутки пересекло границу России в Ростовской области,https://tass.ru/obschestvo/14193993
Ukraine,руководитель,1,"24 февраля . /ТАСС/. Руководители муниципалитетов граничащих с Украиной районов Крыма сообщили в четверг , что ситуация","Власти приграничных районов Крыма сообщили, что оттока жителей не наблюдают",https://tass.ru/obschestvo/13829561
Ukraine,руководитель,2,февраля объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса о,"Омбудсмен ДНР заявил, что дефицита продуктов и медикаментов в Донецке нет и не предвидится",https://tass.ru/ekonomika/13878429
Ukraine,руководитель,3,России объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса о,В Коми прибыли первые вынужденные переселенцы из ДНР и ЛНР,https://tass.ru/obschestvo/13921079
Ukraine,руководитель,4,"Донецкой и Луганской народных республик , а также Украины , по поручению руководителя ФМБА России Вероники Скворцовой","ФМБА направило медиков в регионы РФ для помощи эвакуированным из ДНР, ЛНР и Украины",https://tass.ru/obschestvo/13975155
Ukraine,руководитель,5,февраля объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса за,Более 1 млн беженцев прибыли в Польшу с Украины с 24 февраля,https://tass.ru/mezhdunarodnaya-panorama/13989269
Ukraine,специальный,1,"руководства ДНР и ЛНР специальной военной операции на Украине . Он подчеркнул , что в планы Москвы",Детей Донбасса в Ростовской области до 1 марта обеспечат книгами и канцтоварами,https://tass.ru/obschestvo/13859475
Ukraine,специальный,2,февраля объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса о,"Омбудсмен ДНР заявил, что дефицита продуктов и медикаментов в Донецке нет и не предвидится",https://tass.ru/ekonomika/13878429
Ukraine,специальный,3,", с начала специальной военной операции России на Украине в страны - члены Евросоюза приехали около 300",Евросоюз приветствует беженцев с Украины,https://tass.ru/mezhdunarodnaya-panorama/13888099
Ukraine,специальный,4,России объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса о,В Коми прибыли первые вынужденные переселенцы из ДНР и ЛНР,https://tass.ru/obschestvo/13921079
Ukraine,специальный,5,"Россия "" развернула в условиях специальной операции на Украине . Первое - это , конечно , помощь",Границу России пересекли уже более 132 тыс. эвакуированных жителей Донбасса,https://tass.ru/obschestvo/13932163
Ukraine,операция,1,"руководства ДНР и ЛНР специальной военной операции на Украине . Он подчеркнул , что в планы Москвы",Детей Донбасса в Ростовской области до 1 марта обеспечат книгами и канцтоварами,https://tass.ru/obschestvo/13859475
Ukraine,операция,2,февраля объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса о,"Омбудсмен ДНР заявил, что дефицита продуктов и медикаментов в Донецке нет и не предвидится",https://tass.ru/ekonomika/13878429
Ukraine,операция,3,", с начала специальной военной операции России на Украине в страны - члены Евросоюза приехали около 300",Евросоюз приветствует беженцев с Украины,https://tass.ru/mezhdunarodnaya-panorama/13888099
Ukraine,операция,4,Более 280 тыс. беженцев прибыли в Польшу с Украины с начала военной операции . Об этом сообщила,"Число беженцев, прибывших в Польшу с Украины за четыре дня, превысило 280 тыс.",https://tass.ru/obschestvo/13894085
Ukraine,операция,5,России объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса о,В Коми прибыли первые вынужденные переселенцы из ДНР и ЛНР,https://tass.ru/obschestvo/13921079
Ukraine,проведение,1,февраля объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса о,"Омбудсмен ДНР заявил, что дефицита продуктов и медикаментов в Донецке нет и не предвидится",https://tass.ru/ekonomika/13878429
Ukraine,проведение,2,России объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса о,В Коми прибыли первые вынужденные переселенцы из ДНР и ЛНР,https://tass.ru/obschestvo/13921079
Ukraine,проведение,3,февраля объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса за,Более 1 млн беженцев прибыли в Польшу с Украины с 24 февраля,https://tass.ru/mezhdunarodnaya-panorama/13989269
Ukraine,проведение,4,он объявил о проведении специальной военной операции на Украине в ответ на просьбу руководителей республик Донбасса о,В Луганск прибыла гуманитарная помощь РФ для освобожденных районов,https://tass.ru/obschestvo/13987017
Ukraine,проведение,5,принял решение о проведении специальной военной операции на Украине .,В Молдавию въехало более 250 тыс. беженцев с Украины,https://tass.ru/mezhdunarodnaya-panorama/14000279
Ukraine,ответ,1,февраля объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса о,"Омбудсмен ДНР заявил, что дефицита продуктов и медикаментов в Донецке нет и не предвидится",https://tass.ru/ekonomika/13878429
Ukraine,ответ,2,России объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса о,В Коми прибыли первые вынужденные переселенцы из ДНР и ЛНР,https://tass.ru/obschestvo/13921079
Ukraine,ответ,3,февраля объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса за,Более 1 млн беженцев прибыли в Польшу с Украины с 24 февраля,https://tass.ru/mezhdunarodnaya-panorama/13989269
Ukraine,ответ,4,он объявил о проведении специальной военной операции на Украине в ответ на просьбу руководителей республик Донбасса о,В Луганск прибыла гуманитарная помощь РФ для освобожденных районов,https://tass.ru/obschestvo/13987017
Ukraine,ответ,5,февраля объявил о проведении специальной военной операции на Украине в ответ на просьбу руководителей республик Донбасса о,"В ООН прогнозируют, что число беженцев с Украины к 9 марта может достичь 2 млн человек",https://tass.ru/mezhdunarodnaya-panorama/13999249
Ukraine,обращение,1,февраля объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса о,"Омбудсмен ДНР заявил, что дефицита продуктов и медикаментов в Донецке нет и не предвидится",https://tass.ru/ekonomika/13878429
Ukraine,обращение,2,России объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса о,В Коми прибыли первые вынужденные переселенцы из ДНР и ЛНР,https://tass.ru/obschestvo/13921079
Ukraine,обращение,3,нам поступают многочисленные обращения посольств других стран на Украине с просьбой о содействии в обеспечении безопасного выезда,Захарова: РФ делает все возможное для содействия выезду с Украины граждан других стран,https://tass.ru/politika/13952373
Ukraine,обращение,4,я получаю большое количество обращений от желающих покинуть Украину с просьбой обеспечить для них перемещение по гуманитарным,Москалькова приветствует открытие гуманитарных коридоров для жителей Мариуполя и Волновахи,https://tass.ru/obschestvo/13974247
Ukraine,обращение,5,февраля объявил о проведении специальной военной операции на Украине в ответ на обращение руководителей республик Донбасса за,Более 1 млн беженцев прибыли в Польшу с Украины с 24 февраля,https://tass.ru/mezhdunarodnaya-panorama/13989269
Benevoles,гуманитарный,1,"на - Дону . Сбор гуманитарной помощи велся волонтерами акции # МыВместе и гуманитарного добровольческого корпуса ,",Из Сургута в Ростовскую область прибыли первые 10 тонн помощи эвакуированным из ДНР и ЛНР,https://tass.ru/obschestvo/13903915
Benevoles,гуманитарный,2,""" Местные жители выступили с инициативой стать волонтерами штаба по сбору гуманитарной помощи для эвакуированных жителей",В Сириусе открылся пункт приема гуманитарной помощи для переселенцев из Донбасса,https://tass.ru/obschestvo/13901467
Benevoles,гуманитарный,3,", 2 марта . /ТАСС/. Почти две тысячи волонтеров привлечены к оказанию гуманитарной помощи эвакуированным жителям Донецкой",Почти 2 тыс. волонтеров помогают эвакуированным жителям Донбасса в Ростовской области,https://tass.ru/obschestvo/13926931
Benevoles,гуманитарный,4,работе по оказанию гуманитарной помощи привлечены 1 777 волонтеров . Всего на склады единого центра гуманитарной помощи,Почти 2 тыс. волонтеров помогают эвакуированным жителям Донбасса в Ростовской области,https://tass.ru/obschestvo/13926931
Benevoles,гуманитарный,5,"Б. 
 Центру сбора гуманитарной помощи помогают 50 волонтеров Красного Креста . Они занимаются приемом , учетом",Жители Петербурга отправили почти 4 тонны гуманитарной помощи эвакуированным с Донбасса,https://tass.ru/obschestvo/13990673
Refugies,млн,1,", что правительство страны выделило на помощь украинским беженцам 600 млн форинтов ( более € 1,5 млн",В Венгрию за неделю прибыли более 120 тыс. украинских беженцев,https://tass.ru/obschestvo/13958085
Refugies,млн,2,", 5 марта . /ТАСС/. Свыше 1,2 млн беженцев с Украины уже прибыли в ЕС , это","Глава ЕК сообщила, что в ЕС уже прибыли около 1,2 млн беженцев с Украины",https://tass.ru/mezhdunarodnaya-panorama/13982409
Refugies,млн,3,"марта . /ТАСС/. По меньшей мере 1,7 млн беженцев с Украины прибыли за последние 11 дней в","В ООН сообщили, что в соседние с Украиной страны прибыли 1,7 млн беженцев",https://tass.ru/obschestvo/13996143
Refugies,млн,4,"марта . /ТАСС/. По меньшей мере 2,5 млн беженцев с Украины прибыли в соседние с республикой страны","В ООН сообщили, что в соседние с Украиной страны прибыли 2,5 млн беженцев",https://tass.ru/obschestvo/14038677
Refugies,млн,5,"24 февраля в Польшу прибыли порядка 1,6 млн беженцев с Украины . В парламенте Польши завершается работа",Власти Польши 16 марта начнут регистрировать желающих остаться в стране беженцев с Украины,https://tass.ru/mezhdunarodnaya-panorama/14051143
