text,published_dt,topic
"Свыше 25 тыс. человек эвакуировали за сутки с территорий Украины, ДНР и ЛНР в Россию",2022-08-24T18:32:54,1
Границу России в Ростовской области за сутки пересекли более 19 тыс. жителей Донбасса,2022-08-25T05:58:19,12
Более 24 тыс. человек эвакуировали в Россию из Украины и Донбасса за сутки,2022-08-26T18:32:59,1
Границу России в Ростовской области за сутки пересекли более 18 тыс. жителей Донбасса,2022-08-26T05:49:54,12
Путин установил ежемесячные и разовые выплаты для беженцев из Донбасса и с Украины,2022-08-27T12:32:11,11
На Ямале трудоустроились почти 70 переселенцев с Донбасса,2022-08-28T12:08:17,4
"Более 3,7 млн беженцев прибыли в РФ с территории Украины и из Донбасса",2022-08-28T08:55:57,10
Детей из Донбасса в Свердловской области будут возить в школы на специальных автобусах,2022-08-29T11:47:03,0
"На Дальний Восток переехали более 2,5 тыс. переселенцев из Донбасса и с Украины",2022-08-30T15:14:30,6
В образовательные учреждения Югры зачислили более 300 детей из Донбасса,2022-08-31T17:33:47,0
В школах Свердловской области организуют бесплатное горячее питание для детей из Донбасса,2022-08-31T07:58:42,0
"Более 18,5 тыс. жителей Донбасса за сутки пересекли границу РФ в Ростовской области",2022-08-31T07:00:11,2
"Число прибывших в РФ с территории Украины и Донбасса беженцев превысило 3,8 млн",2022-08-31T06:33:33,-1
Кабмин выделит средства на выплаты беженцам из Донбасса и с Украины,2022-09-01T21:01:18,11
"За сутки границу РФ в Ростовской области пересекли более 17,5 тыс. жителей Донбасса",2022-09-01T06:53:23,12
"За сутки границу России в Ростовской области пересекли более 15,5 тыс. жителей Донбасса",2022-09-02T08:16:26,12
"Кабмин выделил около 10,4 млрд рублей на выплаты беженцам из Донбасса и с Украины",2022-09-03T16:09:00,11
За сутки границу России в Ростовской области пересекли более 16 тыс. жителей Донбасса,2022-09-03T08:43:37,-1
"В посольстве РФ заявили, что создают необходимые условия для размещения беженцев с Украины",2022-09-02T23:45:20,7
Посол ЛНР заявил о желании большинства беженцев вернуться в Донбасс,2022-09-04T07:34:37,7
Границу России в Ростовской области за сутки пересекли более 17 тыс. жителей Донбасса,2022-09-04T07:15:49,12
Свердловская область приняла более 2 тыс. жителей Донбасса,2022-09-05T08:24:48,6
Почти 120 тыс. жителей Донбасса за неделю пересекли границу РФ в Ростовской области,2022-09-05T06:30:36,2
"За сутки границу РФ в Ростовской области пересекли более 15,5 тыс. жителей Донбасса",2022-09-06T07:07:45,12
За сутки границу РФ в Ростовской области пересекли более 16 тыс. жителей Донбасса,2022-09-07T06:22:10,-1
"За сутки границу России в Ростовской области пересекли более 15,5 тыс. жителей Донбасса",2022-09-08T06:18:40,12
Хакасия готова принять до 2 тыс. переселенцев из Донбасса,2022-09-08T01:42:27,4
Здравницы Краснодарского края примут матерей с детьми из Харьковской области,2022-09-09T11:30:27,0
Жителей обстреливаемых ВСУ районов Харьковской области эвакуируют в ЛНР и Россию,2022-09-09T10:47:33,9
"За сутки границу РФ в Ростовской области пересекли более 17,5 тыс. жителей Донбасса",2022-09-09T06:35:15,12
Свыше 4 млн беженцев прибыли в РФ с февраля с территорий Донбасса и Украины,2022-09-09T06:30:49,10
Часть жителей Харьковской области эвакуируется в РФ через ЛНР,2022-09-10T17:09:33,9
На границе Белгородской области для беженцев развернули пункты питания и обогрева,2022-09-10T14:38:38,9
В Воронеж прибыли порядка 420 вынужденных переселенцев из Харьковской области,2022-09-11T20:19:14,5
В ПВР Белгорода развернули дополнительные места для беженцев,2022-09-11T13:53:09,9
ЛДПР развернет в Белгородской области штабы для помощи беженцам,2022-09-11T12:26:29,8
"Турчак заявил, что беженцы из Харьковской области обеспечены всем необходимым",2022-09-11T12:25:21,7
"В Белгородской области за сутки разместили более 1,3 тыс. беженцев",2022-09-11T10:59:18,6
В Крыму нашли работу более 800 эвакуированных из Донбасса и Украины,2022-09-12T16:40:21,4
В Россию из Харьковской области за последние дни эвакуировались 5 тыс. человек,2022-09-12T08:03:24,1
Тульская область выразила готовность принять 300 беженцев из Харьковской области,2022-09-12T07:01:49,4
В Воронеже разместили в детских лагерях почти 200 человек из Харьковской области,2022-09-12T06:55:20,0
Более 17 тыс. жителей Донбасса за сутки пересекли границу РФ в Ростовской области,2022-09-12T06:17:15,2
Около 550 беженцев отправили из Белгородской области в Воронеж и Сызрань,2022-09-12T05:41:05,6
Власти выделили еще 800 млн рублей на матпомощь беженцам из Донбасса и с Украины,2022-09-13T17:54:35,11
За сутки границу РФ в Ростовской области пересекли более 15 тыс. жителей Донбасса,2022-09-13T07:53:48,-1
"Свыше 4,1 млн беженцев прибыли в Россию с территории Украины и Донбасса с февраля",2022-09-13T06:08:15,10
Более 20 тыс. жителей Харьковской области выехали на территорию России,2022-09-14T13:29:51,1
За сутки границу РФ в Ростовской области пересекли более 16 тыс. жителей Донбасса,2022-09-14T08:36:32,-1
Более 1 тыс. беженцев отправили из Белгородской области в другие регионы России,2022-09-14T04:36:38,6
"За сутки границу РФ в Ростовской области пересекли более 17,5 тыс. жителей Донбасса",2022-09-15T06:46:24,12
Более 400 детей с родителями из Харьковской области уже находятся в здравницах Кубани,2022-09-16T13:49:41,0
Омские семьи примут 17 детей-сирот из Донецкой Народной Республики,2022-09-16T10:38:41,0
"За сутки границу РФ в Ростовской области пересекли более 16,5 тыс. жителей Донбасса",2022-09-18T07:55:39,12
"Львова-Белова считает, что РФ примет Донбасс в ""большую семью"" при желании его жителей",2022-09-19T19:45:28,-1
"Более 12 млрд рублей выплатили беженцам с Украины, из Донбасса и в пострадавших районах",2022-09-19T06:37:18,11
"Число беженцев, прибывших в РФ с территории Украины и Донбасса, превысило 4,2 млн",2022-09-19T06:28:55,-1
"За неделю границу РФ в Ростовской области пересекли более 113,5 тыс. жителей Донбасса",2022-09-19T06:14:42,12
"В Ростовской области размещены более 4,2 тыс. эвакуированных жителей Донбасса",2022-09-20T14:38:46,6
"В Приморье в школы и детсады устроили всех детей переселенцев из ДНР, ЛНР и Украины",2022-09-20T06:04:07,0
"Границу России в Ростовской области за сутки пересекли более 15,5 тыс. жителей Донбасса",2022-09-20T05:40:13,12
Границу России в Ростовской области за сутки пересекло более 17 тыс. жителей Донбасса,2022-09-21T06:45:36,12
На предприятия Магаданской области трудоустроили 53 переселенца с Украины и из Донбасса,2022-09-21T01:47:33,4
"Границу России в Ростовской области с февраля пересекли более 3,3 млн жителей Донбасса",2022-09-22T10:52:13,12
В Якутии открыли свыше 600 вакансий для переселенцев из Донбасса и с Украины,2022-09-22T07:45:03,4
За сутки границу России в Ростовской области пересекли более 17 тыс. жителей Донбасса,2022-09-22T07:10:11,-1
"Более 4,3 млн беженцев прибыли в Россию с территории Украины и Донбасса с февраля",2022-09-23T07:07:55,10
В Москве открыли еще один штаб по сбору гуманитарной помощи для жителей Донбасса,2022-09-24T14:57:07,8
"За сутки границу РФ в Ростовской области пересекли свыше 18,5 тыс. жителей Донбасса",2022-09-24T06:52:28,12
"За сутки границу РФ в Ростовской области пересекли более 17,5 тыс. жителей Донбасса",2022-09-25T06:19:28,12
"За сутки границу РФ в Ростовской области пересекли более 16,5 тыс. жителей Донбасса",2022-09-26T08:54:46,12
"Глава МЧС потребовал оказывать помощь беженцам из Донбасса, исходя из их потребностей",2022-09-27T09:46:31,7
Глава МЧС России проверил в Ростовской области работу ПВР для беженцев из Донбасса,2022-09-27T09:38:35,7
"Свыше 4,4 млн беженцев с территории Украины и Донбасса прибыли в Россию с февраля",2022-09-27T06:20:38,10
За сутки границу РФ в Ростовской области пересекли более 15 тыс. жителей Донбасса,2022-09-27T06:16:32,-1
ПВР для беженцев из Харьковской области развернуты в пяти районах ЛНР,2022-09-29T08:12:43,9
"Голикова заявила, что более 160 тыс. беженцев с Украины получили помощь РКК",2022-09-29T07:06:25,-1
За сутки пункты пропуска в Ростовской области пересекли более 16 тыс. жителей Донбасса,2022-10-01T06:24:59,2
"За сутки границу России в Ростовской области пересекли более 14,5 тыс. жителей Донбасса",2022-10-02T05:53:05,12
"Свыше 4,5 млн беженцев прибыли в Россию с территории Украины и Донбасса с февраля",2022-10-03T06:50:02,10
Сальдо: Крым готов принять 5 тыс. детей из Херсонской области на отдых в осенние каникулы,2022-10-06T13:38:23,0
Поток беженцев с Украины и из новых регионов России снизился в несколько раз,2022-10-06T06:29:59,10
Более 230 сирот из ДНР и ЛНР привезли в Москву за неделю,2022-10-07T15:12:23,0
Глава МЧС проверил в Белгородской области работу ПВР для беженцев из Харьковской области,2022-10-12T12:14:56,7
Ростовская область примет первую группу жителей Херсонщины,2022-10-13T17:56:14,4
"Здравницы Анапы приняли 1,2 тыс. жителей Херсонской и Запорожской областей",2022-10-14T19:11:30,6
Севастополь готов принять около 1 000 человек из Херсонской области,2022-10-14T13:55:52,4
Прибывших из ЛНР детей-сирот в Новосибирской области устроят в детсады и школы,2022-10-14T08:36:17,0
"В санаториях и лагерях Крыма отдохнут 4,5 тыс. детей из Херсонской и Запорожской областей",2022-10-15T05:06:50,0
Около 37 тыс. жителей Донбасса находятся в Подмосковье,2022-10-17T07:21:47,6
"Севастополь готов принять не менее 1 тыс. человек, эвакуированных из Херсонской области",2022-10-19T16:50:05,4
"""Единая Россия"" запустила горячую линию для покидающих Херсонскую область жителей",2022-10-19T08:46:59,8
"Более 3,2 тыс. жителей Херсонской области поселили в пункты временного размещения Кубани",2022-10-20T12:52:51,6
Крымские волонтеры ежедневно помогают принимать более 200 человек из Херсонской области,2022-10-20T10:46:40,-1
"Стремоусов сообщил, что в Крым перевезли 46 сирот из херсонского Дома малютки",2022-10-21T14:30:28,5
"Границу между Донбассом и Ростовской областью с начала спецоперации прошли 3,5 млн человек",2022-10-21T13:35:31,2
"""Молодая гвардия"" организовала три пункта помощи переселенцам из Херсонской области",2022-10-21T13:07:13,8
"В пункты временного размещения Кубани поселили более 5,5 тыс. жителей Херсонской области",2022-10-22T10:40:46,6
"Омбудсмен сообщила, что представители ООН вскоре смогут встретиться с детьми из Донбасса",2022-10-24T10:10:51,0
"Стремоусов сообщил, что эвакуация жителей Херсонской области проходит без проблем",2022-10-24T07:57:10,7
"Три района Кубани приняли и разместили более 7,7 тыс. жителей Херсонской области",2022-10-25T10:21:58,6
Почти 350 детей-сирот из Донбасса устроены в российские приемные семьи,2022-10-26T10:59:41,0
"Свыше 9,3 тыс. жителей Херсонской области расселены в ПВР на Кубани",2022-10-28T15:07:04,6
Маломобильных жителей Херсонской области эвакуируют в Крым,2022-10-31T11:42:25,9
В России заработала горячая линия для вынужденно покинувших Херсонскую область,2022-10-31T10:17:40,8
"Число прибывших в РФ с территории Украины и Донбасса беженцев выросло до 4,6 млн человек",2022-10-31T07:13:51,-1
За социальной помощью обратились около 30 тыс. эвакуированных жителей Херсонской области,2022-11-01T15:03:13,11
Краснодарский край принял более 10 тыс. жителей Херсонской области,2022-11-01T08:08:46,6
На Ямале открыли почти 600 вакансий для граждан из Донбасса и с Украины,2022-11-01T02:55:33,4
"Дипломат РФ: беженцы из Донбасса прибыли в Россию добровольно, спасаясь от властей Украины",2022-11-02T16:48:56,10
"Число прибывших в РФ с территории Украины и Донбасса беженцев превысило 4,7 млн человек",2022-11-02T06:27:03,-1
"В ЯНАО нашли работу почти все переселенцы из Донбасса, желающие трудоустроиться",2022-11-02T02:20:52,4
Волонтеры гуманитарной миссии ЕР помогают эвакуироваться жителям Новой Каховки,2022-11-03T14:58:12,-1
"Путин заявил, что власти РФ работают над упрощенной выдачей документов беженцам с Украины",2022-11-04T13:02:30,7
В Москве собрали более 1 тыс. тонн гумпомощи для беженцев с Донбасса,2022-11-04T06:40:22,3
Около 200 маломобильных жителей Херсонской области прибыли на поезде в Ростов-на-Дону,2022-11-06T14:47:31,5
Меры поддержки распространили на всех эвакуированных из Херсонской области,2022-11-07T16:52:30,7
В Воронеж прибыл первый поезд с эвакуированными жителями Херсонской области,2022-11-07T07:37:36,5
В Псковской области сократили вдвое число ПВР для покинувших Украину и Донбасс,2022-11-09T13:16:26,7
На Урале для адаптации переселенцев организовали экскурсии в музеи и работу с психологами,2022-11-09T12:27:52,-1
Краснодарский край принял более 12 тыс. человек из новых регионов России,2022-11-10T17:49:12,6
Адыгея приняла около 500 переселенцев из Херсонской области,2022-11-14T12:43:43,6
РКК открыл в Москве общественную приемную для помощи беженцам и мигрантам,2022-11-14T09:04:56,8
Более 500 переселенцев прибыли в Кабардино-Балкарию из Херсонской области,2022-11-16T17:18:41,5
Севастополь готов принять до 1 тыс. эвакуированных из Херсонской области,2022-11-18T12:54:13,4
"Почти 4,8 млн беженцев прибыли в Россию с территории Украины и Донбасса",2022-11-18T08:46:46,10
Глава Харьковской ВГА сообщил о работе по трудоустройству вынужденных переселенцев в РФ,2022-11-19T09:21:18,7
В Волгограде начнут работать центры досуга для детей из Донбасса,2022-11-21T08:42:44,0
"В Россию с февраля прибыли более 4,8 млн беженцев с территории Украины и Донбасса",2022-11-22T06:43:03,10
Югра с начала СВО приняла более 3 тыс. жителей Донбасса и Украины,2022-11-23T09:23:39,6
На Урале создали условия для работы 69 пунктов временного размещения переселенцев,2022-11-24T08:22:54,9
Фонд защиты детей поможет сиротам из Донбасса подготовиться к поступлению в вузы СК РФ,2022-11-30T13:37:58,0
В представительство ДНР в Москве обратились более 19 тыс. вынужденных переселенцев,2022-11-30T04:58:02,11
"В ПВР в Ростовской области продолжают находиться 4,3 тыс. жителей новых регионов России",2022-12-13T17:51:52,6
"Более 12 млрд рублей выплачено беженцам, прибывшим в РФ из Донбасса, Запорожья, Херсонщины",2022-12-15T08:07:07,11
Крым принял более 20 тыс. эвакуированных жителей Херсонской области,2022-12-18T11:48:22,6
Свыше 5 млн беженцев прибыли в Россию с территории Украины и Донбасса с февраля,2022-12-19T06:36:01,10
Центр занятости Ставрополя трудоустроил половину обратившихся переселенцев с Донбасса,2022-12-22T12:31:30,4
Львова-Белова: 20 детей-сирот из обстреливаемого района ДНР эвакуируют на Кубань,2022-12-23T16:32:23,0
Более 260 человек из зоны СВО разместили в трех временных пунктах в Тюменской области,2022-12-28T19:56:17,9
В Крыму более 60 тыс. беженцев из новых регионов получили деньги и жилищные сертификаты,2022-12-28T17:59:19,11
Краснодарский край принял 100 тыс. эвакуировавшихся из зоны СВО,2022-12-28T14:19:33,6
"Более 5,1 млн беженцев прибыли в Россию с территорий Украины и Донбасса",2023-01-09T07:56:47,10
Эвакуированных жителей Херсонской области принимают 75 регионов России,2023-01-19T20:22:20,4
"Сальдо сообщил, что около 68 тыс. жителей Херсонщины эвакуировались в другие регионы РФ",2023-01-20T12:13:54,-1
Выплаты РКК с июня 2022 года получили более 66 тыс. беженцев с Украины и из Донбасса,2023-01-21T21:55:30,11
В Ростовской области заявили о готовности дополнительно принять беженцев из новых регионов,2023-01-22T03:24:30,7
"В Пермь прибыла первая организованная группа переселенцев с Украины, из ЛНР и ДНР",2023-01-24T08:00:57,5
"С февраля 2022 года в Россию прибыли более 5,2 млн беженцев с территории Украины",2023-01-30T07:25:09,10
На Кубани разместили более 1 тыс. эвакуированных жителей Харьковской области,2023-01-30T06:23:33,6
Более 120 детей из Донбасса разместили в приемных семьях Подмосковья,2023-02-03T07:40:05,0
Сотрудники УВКБ ООН оценили условия для переселенцев из Донбасса в Самарской области,2023-02-13T08:58:25,7
"За год с Украины и из Донбасса на территорию РФ прибыло 5,3 млн беженцев",2023-02-20T07:06:42,10
Порядка 200 беженцев из пригородов Артемовска эвакуировали в Шахтерск,2023-02-20T05:23:14,6
"С начала СВО в страны Европы прибыли более 8,08 млн беженцев с Украины",2023-02-22T18:35:45,10
В лагере в Евпатории остаются 90 из более 600 детей из Херсонской области,2023-03-01T16:20:10,0
Около 800 детей из ЛНР и Белгородской области отдохнут в лагерях в Воронежской области,2023-03-09T19:44:19,0
"Число прибывших в РФ беженцев с территории Украины и Донбасса превысило 5,4 млн человек",2023-03-13T07:40:19,-1
"В Россию с территории Донбасса и Украины прибыло 5,5 млн беженцев с февраля 2022 года",2023-03-28T06:40:24,10
Небензя: эвакуация детей из зоны украинского конфликта соответствует гуманитарному праву,2023-03-31T09:07:05,7
Около 120 детей из Донбасса проживают в приемных семьях Подмосковья,2023-04-06T11:01:59,0
С начала СВО на горячую линию СК обратились более 14 тыс. беженцев,2023-04-11T13:56:11,11
Москалькова просит Думу урегулировать вопросы возвращения эвакуированных из-за СВО домой,2023-04-17T09:27:48,8
"Подшефный лагерь ""Артека"" на Запорожье начнет летом принимать детей из новых регионов",2023-04-18T13:56:26,0
"СК следит за судьбой каждого ребенка, вывезенного с территории Донбасса",2023-05-11T12:15:45,0
Москалькова отметила быструю реакцию властей на запросы эвакуированных из зоны СВО,2023-05-15T11:37:15,7
В Шахтерске ежедневно принимают до 100 переселенцев из Артемовска,2023-05-21T15:50:44,4
"Свыше 3,5 тыс. жителей Артемовска эвакуировали в пункты временного размещения",2023-05-22T08:20:28,1
"Еще 160 детей из Донбасса пройдут лечение в санатории ФМБА ""Клязьма""",2023-06-04T12:44:33,0
Более 700 детей из ЛНР отдохнут в лагерях Карачаево-Черкесии,2023-06-06T19:48:21,0
В Ростовской области трудоустроили почти 300 переселенцев из новых регионов РФ,2023-06-13T10:42:37,4
"В РСТ заявили, что детские лагеря в Крыму загружены на 50%",2023-06-14T08:27:34,0
В Ростове-на-Дону 21 ребенка из ДНР разместили в ПВР после опоздания группы на поезд,2023-07-15T09:19:01,0
Отдыхающие в Крыму дети из ЛНР будут возвращаться домой через территории новых субъектов,2023-07-17T10:36:32,0
В 1 тыс. пунктов временного размещения в России находятся более 40 тыс. эвакуированных,2023-07-19T09:15:41,6
"В ПВР Анапы остаются около 2,4 тыс. эвакуированных жителей Херсонской области",2023-07-24T09:40:24,6
"Под Тулой ""Детская республика ""Поленово"" с начала СВО приняла 10 групп из новых регионов",2023-08-15T12:26:29,0
В ростовские школы с 1 сентября пойдут почти 6 тыс. детей из новых территорий и с Украины,2023-08-29T03:04:59,0
"Глава фонда ""Второе дыхание"": идея, что беженцы обустроились и помощь не нужна, — неверная",2023-09-18T07:30:01,-1
В Москву доставят еще более 100 эвакуированных из сектора Газа россиян и членов их семей,2023-11-24T11:57:10,6
В Северной Осетии трудоустроены почти четверть прибывших с Донбасса беженцев,2023-12-20T11:51:24,4
"Филиал ""Артека"" в Запорожской области проведет смены для детей из Донбасса и Новороссии",2024-03-12T04:25:17,0
Более 32 тыс. человек живут в ПВР спустя два года после эвакуации из Донбасса и Новороссии,2024-03-28T09:10:07,6
"В пунктах временного размещения в Оренбургской области находятся почти 1,6 тыс. человек",2024-04-09T05:52:07,6
Более 200 детей из Краснодона отдохнут летом в загородных лагерях Курганской области,2024-05-13T15:48:20,0
На Белгородчине открыли пункт размещения жителей освобожденных сел Харьковской области,2024-05-18T16:14:16,8
Первый гуманитарный конвой направили в освобожденную часть Харьковской области,2024-05-22T12:17:56,3
МО РФ рассказало об эвакуации жителей Волчанска из-под обстрелов ВСУ,2024-05-26T02:01:35,-1
В детских лагерях в регионах РФ отдохнут 8 тыс. детей из Запорожской области,2024-06-18T08:35:17,0
Эколагеря Крыма и Кисловодска примут 60 школьников с Херсонщины до конца года,2024-07-02T16:50:31,0
"Ростовская область примет на отдых 1,1 тыс. детей из Белгорода, Донбасса и Новороссии",2024-07-08T13:31:44,0
Порядка 400 детей из подшефной Макеевки летом проведут каникулы в городах Югры,2024-08-05T09:14:25,0
"В Запорожье филиал ""Артека"" принял за лето 1 тыс. детей из Донбасса и Новороссии",2024-09-02T07:42:43,0
В ДНР эвакуировали первых беженцев из пригорода Красноармейска,2024-09-12T03:37:01,-1
Ганчев заявил. что беженцы из Харьковщины становятся красной тряпкой для Киева,2024-10-27T08:05:32,7
"Активисты движения Харьковской области ""Время первых"" выступили для эвакуированных жителей",2024-10-28T18:11:11,-1
"Уполномоченные по правам ребенка сопровождают все семьи, принявшие детей Донбасса",2024-10-30T07:03:10,0
"Путин: ситуация с беженцами в РФ многократно лучше, чем на Украине",2024-12-10T14:27:35,10
РФ будет принимать меры для социокультурной интеграции Донбасса и Новороссии,2024-12-28T16:19:01,4
ВС РФ эвакуировали из-под Красноармейска две группы беженцев,2025-01-13T05:55:42,-1
Ганчев: ВГА не принуждает харьковчан эвакуироваться с освобожденных территорий,2025-03-01T02:06:22,9
Москалькова предложила ввести социальный паспорт для эвакуированных и беженцев,2025-03-01T00:01:53,-1
В лагерях в 2025 году отдохнут 60 тыс. детей из Донбаса и Новороссии,2025-04-04T04:14:44,0
Свыше 50 тыс. детей из Донбасса и Новороссии поедут в летние лагеря,2025-04-27T11:10:05,0
Семь возвращенных с Украины жителей Курской области разместили в спецучреждениях,2025-05-26T10:25:59,9
Дети из Донбасса и Новороссии со сложными заболеваниями прибыли на лечение в Москву,2025-05-29T10:12:44,0
"В СКФО примут более 2 тыс. детей из приграничных регионов, Донбасса и Новороссии",2025-06-17T15:24:23,0
В Ростовской области не будут выселять беженцев из ПВР,2025-07-14T14:31:26,9
"Свыше 1,2 тыс. детей из Донбасса за два года оздоровились в санатории ""Клязьма""",2025-07-27T09:21:14,0
Движение первых на Херсонщине свозит 150 детей в крымский лагерь,2025-09-22T10:59:06,0
Аксенов: в Крыму с уважением относятся к переехавшим из Донбасса и Новороссии,2025-09-26T04:10:00,7
В РФ создадут условия для возвращения из-за рубежа жителей Донбасса и Новороссии,2025-10-15T19:56:40,4
Около 200 детей из ДНР отдохнут в детских лагерях Тульской области,2025-10-20T10:15:47,0
Число эвакуированных жителей Двуречной в Харьковской области выросло до 29,2025-11-24T14:58:50,-1
В проекте РКК прошли обучение свыше 500 переселенцев из Донбасса и с Украины,2025-12-05T11:25:12,4
В Липецкой области сообщили о начале возвращения домой переселенцев из ДНР,2025-12-08T17:56:39,5
Власти ДНР организовали массовый централизованный выезд населения в Россию,2022-02-18 13:10:00,1
Пескову неизвестно об эвакуации жителей Донбасса в Россию,2022-02-18 14:10:00,7
ДНР и ЛНР объявили об эвакуации мирных жителей в Россию.,2022-02-18 15:19:00,1
В ЛНР сообщили о начале эвакуации населения в Россию,2022-02-18 16:48:00,1
В Ростовской области в ближайшее время планируют развернуть ПВР на 10 тыс. мест,2022-02-18 17:45:00,9
Из ДНР в Россию планируют эвакуировать около 700 тыс. человек,2022-02-18 17:47:00,1
"ЛДПР заявила, что ДНР и ЛНР как никогда нуждаются в поддержке России",2022-02-18 18:43:00,-1
В Донецке готовятся к эвакуации,2022-02-18 18:48:00,1
Очевидцы сообщают об очереди из желающих выехать у пункта пропуска со стороны ДНР,2022-02-18 20:23:00,1
"В МЧС ДНР заявили, что из республики эвакуировали более 3 тыс. человек",2022-02-18 21:58:00,1
Ростовской области выделили 5 млрд рублей на оказание помощи беженцам из Донбасса,2022-02-18 23:17:00,11
"В МЧС ЛНР заявили, что республику покинули 25 тыс. человек",2022-02-18 23:51:00,1
В Россию эвакуировали тяжелобольных из медучреждений ДНР,2022-02-19 00:10:00,8
ДНР попросила сделать круглосуточной работу пешеходного пункта пропуска Ульновское-Шрамко,2022-02-19 00:54:00,1
В ЛНР готовят поезд для эвакуации жителей в Россию,2022-02-19 00:55:00,1
Из ДНР эвакуировали 6 603 человек,2022-02-19 05:14:00,1
Психологов МЧС России привлекают для работы с эвакуированными из ДНР и ЛНР,2022-02-19 06:07:00,8
В Ростовской области ввели режим чрезвычайной ситуации,2022-02-19 07:10:00,1
Российское движение школьников организовало сбор гуманитарной помощи для детей из ДНР,2022-02-19 08:10:00,8
Систему здравоохранения Ростовской области перевели на повышенный режим работы,2022-02-19 08:38:00,1
"Порядка 2,3 млн тест-систем на коронавирус поставят в Ростовскую область в ближайшее время",2022-02-19 09:11:00,1
Органы власти Ростовской области перевели на круглосуточный режим работы,2022-02-19 09:19:00,1
В ЛНР организовали 61 пункт эвакуации населения в Россию,2022-02-19 11:02:00,1
"Губернатор Ростовской области заявил, что системы жизнеобеспечения работают штатно",2022-02-19 11:50:00,7
Помощь со всей России.,2022-02-19 16:47:00,8
"В ЛНР заявили, что из республики в РФ 19 февраля эвакуировали более 3 тыс. человек",2022-02-19 17:18:00,1
"Тревога и мобилизация, но паники нет. Как проходит второй день эвакуации из ЛНР",2022-02-19 17:59:00,1
Выездные банковские офисы организованы в Ростовской области для выплат жителям ДНР и ЛНР,2022-02-19 18:33:00,11
Северная Осетия готова разместить около 500 детей из ДНР и ЛНР,2022-02-19 18:49:00,4
"Университет в Ростове-на-Дону развернул два ПВР, разместив 120 жителей Донбасса",2022-02-19 19:04:00,0
В МЧС заявили о готовности России вакцинировать прибывающих из Донбасса беженцев,2022-02-20 06:50:00,-1
"Власти РФ ускорят выплаты беженцам с Донбасса, установив мобильные банкоматы в ПВР",2022-02-20 07:05:00,11
Среди эвакуированных из Донбасса выявили единичные случаи заражения коронавирусом,2022-02-20 07:13:00,-1
"В ЛНР сообщили, что эвакуировали в Россию более 28 тыс. жителей республики",2022-02-20 08:11:00,1
Второй поезд доставил около 1 тыс. жителей ДНР и ЛНР в Воронежскую область,2022-02-20 11:59:00,6
Единороссы откроют в регионах правовые центры помощи для прибывших из ДНР и ЛНР,2022-02-20 12:22:00,8
В Курской области ввели режим ЧС,2022-02-20 17:57:00,1
Подмосковье направит первый груз гуманитарной помощи в Ростовскую область,2022-02-21 10:01:00,3
Опубликован документ кабмина о выделении 5 млрд руб. на выплаты эвакуированным из Донбасса,2022-02-21 10:12:00,11
"СФ заявил, что выплаты жителям Донбасса не скажутся отрицательно на соцгарантиях россиян",2022-02-21 10:20:00,11
Пять компаний из Подмосковья предоставят по 100 млн рублей для помощи беженцам из Донбасса,2022-02-21 11:18:00,11
Чуприян проверил работу пунктов временного размещения на границе с ЛНР,2022-02-21 11:27:00,7
В ростовскую больницу доставили пять тяжелобольных детей из ЛНР,2022-02-21 11:47:00,-1
В Астрахани эвакуированным из Донбасса предложат для трудоустройства более 2 тыс. вакансий,2022-02-21 13:06:00,4
Волгоградская область направит 83 млн рублей на поддержку эвакуированных из ДНР и ЛНР,2022-02-21 14:57:00,11
В ростовских школах рассматривают гибридный формат обучения с учетом эвакуированных,2022-02-21 15:11:00,0
"Кубанское отделение ""Единой России"" направило 60 тонн гуманитарной помощи эвакуированным",2022-02-22 09:56:00,3
Единороссы из четырех регионов направили гуманитарную помощь эвакуированным из Донбасса,2022-02-22 10:46:00,8
"У 30 жителей Донбасса, эвакуированных в Ростовскую область, выявили коронавирус",2022-02-22 12:15:00,-1
"В Ростовской области получили выплаты более 2,3 тыс. жителей Донбасса",2022-02-22 13:04:00,11
Во всех ПВР в Ростовской области открыли мобильные пункты вакцинации от ковида,2022-02-22 13:14:00,-1
В Ростовской области отозвали из отпусков медиков в связи с эвакуацией жителей Донбасса,2022-02-22 15:28:00,1
В Ростовскую область прибыли первые 800 тонн помощи для жителей ДНР и ЛНР от единороссов,2022-02-22 17:08:00,3
Власти Ростовской области выделили 151 млн рублей на ПВР для жителей Донбасса,2022-02-22 17:54:00,11
Первый поезд с жителями ДНР и ЛНР прибыл в Рязанскую область,2022-02-22 18:47:00,5
Москвичи помогли собрать реабилитационное оборудование для инвалидов Донбасса,2022-02-28 11:06:00,3
"Дипломатические баталии, помощь беженцам и газ за рубли.",2022-03-23 18:03:00,8
Россия откроет гуманитарный коридор Мариуполь - Запорожье по просьбе Макрона и Шольца,2022-03-31 18:33:00,-1
